5101001,MT,Araguaiana,  3 197,68.5,31.5,51.2,48.8,104.9,,,
5101209,MT,Araguainha,  1 096,86.1,13.9,53.4,46.6,114.5,,,
4300851,RS,Arambaré,  3 693,78.9,21.1,50.2,49.8,100.8,,,
3103603,MG,Arantina,  2 823,93.3,6.7,50.1,49.9,100.5,,,
3503158,SP,Arapeí,  2 493,75.2,24.8,50.3,49.7,101.4,,,
3103801,MG,Arapuá,  2 775,75.2,24.8,50.7,49.3,102.7,,,
4101655,PR,Arapuã,  3 561,37.5,62.5,49.5,50.5,98.2,,,
4300877,RS,Araricá,  4 864,82.2,17.9,50.5,49.5,102.0,,,
3503356,SP,Arco-Íris,  1 925,57.0,43.0,50.4,49.6,101.8,,,
2501153,PB,Areia de Baraúnas,  1 927,52.8,47.2,50.0,50.0,99.9,,,
3503505,SP,Areias,  3 696,67.1,33.0,49.5,50.5,98.2,,,
5202353,GO,Arenópolis,  3 277,58.6,41.4,51.1,48.9,104.7,,,
3104403,MG,Argirita,  2 901,75.6,24.4,51.2,48.8,104.9,,,
3104452,MG,Aricanduva,  4 770,35.5,64.5,50.9,49.1,103.7,,,
4101853,PR,Ariranha do Ivaí,  2 453,36.9,63.2,50.1,49.9,100.4,,,
2200954,PI,Aroeiras do Itaim,  2 440,9.8,90.3,52.2,47.8,109.1,,,
2201002,PI,Arraial,  4 688,51.9,48.1,49.4,50.6,97.6,,,
4301073,RS,Arroio do Padre,  2 730,16.6,83.4,51.8,48.2,107.4,,,
4201604,SC,Arroio Trinta,  3 502,68.5,31.6,49.9,50.1,99.6,,,
4201653,SC,Arvoredo,  2 260,22.2,77.8,54.4,45.6,119.2,,,
3503950,SP,Aspásia,  1 809,69.5,30.5,50.1,49.9,100.6,,,
2501351,PB,Assunção,  3 522,80.8,19.2,50.5,49.5,102.1,,,
4102208,PR,Atalaia,  3 913,85.5,14.5,50.4,49.7,101.4,,,
4201802,SC,Atalanta,  3 300,41.5,58.6,50.3,49.7,101.3,,,
3104809,MG,Augusto de Lima,  4 960,59.0,41.1,50.9,49.1,103.7,,,
4301552,RS,Áurea,  3 665,41.9,58.1,49.3,50.7,97.2,,,
5202601,GO,Aurilândia,  3 650,76.7,23.3,50.4,49.6,101.5,,,
1702703,TO,Aurora do Tocantins,  3 446,72.0,28.0,51.5,48.5,106.1,,,
3504305,SP,Avaí,  4 959,67.2,32.9,50.5,49.5,102.1,,,
5202809,GO,Avelinópolis,  2 450,76.6,23.4,50.4,49.6,101.5,,,
3504701,SP,Balbinos,  3 702,32.2,67.8,81.1,18.9,428.8,,,
5203104,GO,Baliza,  3 714,29.5,70.5,55.0,45.0,122.3,,,
3105202,MG,Bandeira,  4 987,47.7,52.3,50.9,49.1,103.5,,,
4202081,SC,Bandeirante,  2 906,32.0,68.0,52.8,47.2,112.0,,,
1703057,TO,Bandeirantes do Tocantins,  3 122,54.0,46.0,54.2,45.8,118.3,,,
1501253,PA,Bannach,  3 431,37.4,62.6,53.8,46.2,116.6,,,
3505005,SP,Barão de Antonina,  3 116,61.4,38.6,51.1,48.9,104.3,,,
2501534,PB,Baraúna,  4 220,75.5,24.5,50.0,50.0,100.0,,,
2401503,RN,Barcelona,  3 950,44.5,55.5,51.1,48.9,104.7,,,
4202099,SC,Barra Bonita,  1 878,14.9,85.1,52.0,48.0,108.2,,,
2201176,PI,Barra D'Alcântara,  3 852,52.8,47.3,47.3,52.7,89.6,,,
4301859,RS,Barra do Guarita,  3 089,44.4,55.6,50.2,49.8,100.7,,,
4102703,PR,Barra do Jacaré,  2 727,67.9,32.1,50.8,49.2,103.2,,,
1703073,TO,Barra do Ouro,  4 123,53.0,47.0,53.2,46.8,113.9,,,
4301875,RS,Barra do Quaraí,  4 012,70.8,29.2,53.0,47.0,112.9,,,
4301925,RS,Barra do Rio Azul,  2 003,20.1,79.9,52.4,47.6,110.0,,,
4301958,RS,Barra Funda,  2 367,64.3,35.7,49.7,50.3,98.9,,,
2201309,PI,Barreiras do Piauí,  3 234,58.0,42.0,52.3,47.7,109.5,,,
4102752,PR,Bela Vista da Caroba,  3 945,26.4,73.6,51.2,48.9,104.7,,,
2201556,PI,Bela Vista do Piauí,  3 778,32.9,67.1,51.2,48.8,105.1,,,
2700805,AL,Belém,  4 551,41.1,58.9,48.8,51.2,95.4,,,
2201572,PI,Belém do Piauí,  3 284,48.8,51.2,51.2,48.8,105.0,,,
3106101,MG,Belmiro Braga,  3 403,32.3,67.7,50.6,49.4,102.4,,,
4202156,SC,Belmonte,  2 635,48.3,51.7,51.5,48.5,106.4,,,
4302055,RS,Benjamin Constant do Sul,  2 307,14.8,85.2,51.8,48.2,107.5,,,
3506201,SP,Bento de Abreu,  2 674,91.4,8.6,51.0,49.0,104.1,,,
3106655,MG,Berizal,  4 370,56.9,43.1,50.1,49.9,100.4,,,
2502052,PB,Bernardino Batista,  3 075,27.9,72.1,48.0,52.0,92.3,,,
1703206,TO,Bernardo Sayão,  4 456,49.1,50.9,52.2,47.8,109.1,,,
3106606,MG,Bertópolis,  4 498,60.7,39.3,53.0,47.0,112.8,,,
3106804,MG,Bias Fortes,  3 793,39.5,60.5,51.9,48.1,108.1,,,
3107000,MG,Biquinhas,  2 630,62.3,37.7,50.2,49.8,100.8,,,
4103008,PR,Boa Esperança,  4 568,57.8,42.2,49.9,50.1,99.6,,,
4103024,PR,Boa Esperança do Iguaçu,  2 764,34.5,65.5,50.7,49.3,102.9,,,
4302154,RS,Boa Vista das Missões,  2 114,41.9,58.1,50.0,50.1,99.8,,,
4302220,RS,Boa Vista do Cadeado,  2 441,19.3,80.7,51.5,48.5,106.2,,,
4302238,RS,Boa Vista do Incra,  2 425,29.9,70.1,51.3,48.7,105.2,,,
4302253,RS,Boa Vista do Sul,  2 776,14.1,85.9,52.9,47.1,112.4,,,
2201804,PI,Bocaina,  4 369,40.0,60.0,49.2,50.8,96.8,,,
4202438,SC,Bocaina do Sul,  3 290,29.4,70.6,51.7,48.3,106.9,,,
2401651,RN,Bodó,  2 425,57.4,42.6,52.0,48.0,108.2,,,
4202503,SC,Bom Jardim da Serra,  4 395,54.5,45.5,51.3,48.7,105.2,,,
2502201,PB,Bom Jesus,  2 400,41.2,58.8,50.8,49.2,103.2,,,
4202537,SC,Bom Jesus,  2 526,59.2,40.8,49.6,50.4,98.4,,,
3107604,MG,Bom Jesus da Penha,  3 887,72.7,27.3,52.0,48.0,108.4,,,
4202578,SC,Bom Jesus do Oeste,  2 132,30.4,69.7,50.6,49.4,102.3,,,
4103156,PR,Bom Jesus do Sul,  3 796,24.6,75.4,51.9,48.1,107.8,,,
1703305,TO,Bom Jesus do Tocantins,  3 768,75.0,25.0,52.8,47.2,111.8,,,
4302378,RS,Bom Progresso,  2 328,49.2,50.8,50.1,49.9,100.5,,,
3507159,SP,Bom Sucesso de Itararé,  3 571,68.1,32.0,50.9,49.2,103.5,,,
4103222,PR,Bom Sucesso do Sul,  3 293,48.0,52.0,49.7,50.3,99.0,,,
5203575,GO,Bonópolis,  3 503,37.1,62.9,52.4,47.6,109.9,,,
3507209,SP,Borá,   805,77.9,22.1,52.4,47.6,110.2,,,
3507308,SP,Boracéia,  4 268,89.7,10.3,51.0,49.0,104.2,,,
3507456,SP,Borebi,  2 293,87.2,12.8,49.9,50.2,99.4,,,
4202701,SC,Botuverá,  4 468,29.3,70.7,51.0,49.0,104.0,,,
4302584,RS,Bozano,  2 200,28.6,71.4,50.0,50.0,100.0,,,
4202859,SC,Braço do Trombudo,  3 457,54.9,45.1,51.1,48.9,104.3,,,
4302600,RS,Braga,  3 702,61.6,38.4,50.4,49.6,101.7,,,
3108701,MG,Brás Pires,  4 637,47.9,52.1,50.1,49.9,100.3,,,
4103370,PR,Brasilândia do Sul,  3 209,67.9,32.1,50.0,50.1,99.8,,,
1703602,TO,Brasilândia do Tocantins,  2 064,69.6,30.4,51.2,48.8,105.0,,,
5203609,GO,Brazabrantes,  3 232,67.1,32.9,50.9,49.1,103.8,,,
3507753,SP,Brejo Alegre,  2 573,82.0,18.0,51.7,48.3,107.0,,,
2201988,PI,Brejo do Piauí,  3 850,37.0,63.0,50.5,49.5,102.0,,,
4302659,RS,Brochier,  4 675,49.1,50.9,51.3,48.7,105.3,,,
4202875,SC,Brunópolis,  2 850,24.7,75.3,51.0,49.1,103.9,,,
3109253,MG,Bugre,  3 992,38.4,61.7,50.9,49.2,103.5,,,
5203939,GO,Buriti de Goiás,  2 560,67.8,32.2,51.6,48.4,106.6,,,
5203962,GO,Buritinópolis,  3 321,56.8,43.2,51.3,48.7,105.3,,,
3508207,SP,Buritizal,  4 053,81.6,18.4,51.2,48.9,104.7,,,
3508306,SP,Cabrália Paulista,  4 365,86.5,13.5,50.9,49.1,103.5,,,
3109600,MG,Cachoeira da Prata,  3 654,96.6,3.5,47.0,53.0,88.8,,,
5204201,GO,Cachoeira de Goiás,  1 417,82.6,17.4,51.6,48.4,106.6,,,
3109808,MG,Cachoeira Dourada,  2 505,88.8,11.2,50.1,49.9,100.2,,,
1703826,TO,Cachoeirinha,  2 148,80.6,19.4,52.9,47.1,112.4,,,
2503407,PB,Cacimba de Areia,  3 557,47.1,52.9,50.0,50.0,100.0,,,
4303202,RS,Cacique Doble,  4 868,33.4,66.6,49.7,50.4,98.6,,,
4103404,PR,Cafeara,  2 695,81.5,18.6,51.1,48.9,104.3,,,
4103479,PR,Cafezal do Sul,  4 290,77.5,22.5,50.6,49.4,102.3,,,
3508900,SP,Caiabu,  4 072,81.4,18.6,51.4,48.7,105.5,,,
3110103,MG,Caiana,  4 968,52.7,47.3,52.1,47.9,108.6,,,
4303301,RS,Caibaté,  4 954,55.4,44.6,51.1,48.9,104.5,,,
2401909,RN,Caiçara do Rio do Vento,  3 308,76.4,23.6,49.7,50.3,98.8,,,
2202075,PI,Cajazeiras do Piauí,  3 343,33.3,66.7,50.8,49.2,103.2,,,
2503753,PB,Cajazeirinhas,  3 033,33.0,67.0,51.0,49.0,104.2,,,
3110202,MG,Cajuri,  4 047,51.8,48.2,52.4,47.6,110.0,,,
5204557,GO,Caldazinha,  3 325,57.7,42.3,50.8,49.2,103.3,,,
4203154,SC,Calmon,  3 387,62.4,37.6,51.6,48.4,106.8,,,
3110400,MG,Camacho,  3 154,46.2,53.8,52.8,47.2,111.8,,,
4303558,RS,Camargo,  2 592,42.3,57.8,49.8,50.2,99.2,,,
3110806,MG,Campanário,  3 564,74.4,25.6,48.7,51.4,94.7,,,
4303673,RS,Campestre da Serra,  3 247,37.9,62.1,51.6,48.4,106.4,,,
5204607,GO,Campestre de Goiás,  3 387,70.2,29.9,52.3,47.7,109.7,,,
4103958,PR,Campina do Simão,  4 076,34.1,66.0,52.4,47.6,110.1,,,
5204656,GO,Campinaçu,  3 656,59.4,40.6,53.0,47.0,112.8,,,
2202117,PI,Campo Alegre do Fidalgo,  4 693,26.1,73.9,51.2,48.8,105.0,,,
3111150,MG,Campo Azul,  3 684,42.1,57.9,52.8,47.2,112.0,,,
4104055,PR,Campo Bonito,  4 407,58.5,41.5,50.3,49.7,101.0,,,
4304101,RS,Campos Borges,  3 494,57.4,42.6,50.2,49.8,100.8,,,
3509809,SP,Campos Novos Paulista,  4 539,77.7,22.3,51.5,48.5,106.3,,,
3111705,MG,Canaã,  4 628,40.2,59.8,51.3,48.7,105.3,,,
5102694,MT,Canabrava do Norte,  4 786,56.2,43.8,53.3,46.7,113.9,,,
3509957,SP,Canas,  4 385,92.8,7.2,50.7,49.3,102.8,,,
2202251,PI,Canavieira,  3 921,44.3,55.7,51.8,48.3,107.3,,,
3510104,SP,Cândido Rodrigues,  2 668,80.7,19.3,49.3,50.7,97.2,,,
2801108,SE,Canhoba,  3 956,37.9,62.1,52.1,47.9,108.8,,,
3510153,SP,Canitar,  4 369,94.7,5.3,50.7,49.3,102.9,,,
3112059,MG,Cantagalo,  4 195,59.1,40.9,48.8,51.3,95.1,,,
4304614,RS,Canudos do Vale,  1 807,22.7,77.3,53.1,46.9,113.1,,,
4203253,SC,Capão Alto,  2 753,34.9,65.1,52.0,48.0,108.2,,,
4304622,RS,Capão Bonito do Sul,  1 754,28.5,71.6,53.8,46.2,116.3,,,
4304655,RS,Capão do Cipó,  3 104,16.7,83.3,52.5,47.6,110.3,,,
3112208,MG,Capela Nova,  4 755,44.8,55.2,49.1,50.9,96.3,,,
4304697,RS,Capitão,  2 636,43.5,56.5,51.3,48.7,105.5,,,
3112653,MG,Capitão Andrade,  4 925,72.6,27.5,49.1,50.9,96.5,,,
2202455,PI,Capitão Gervásio Oliveira,  3 878,30.0,70.0,51.6,48.5,106.4,,,
4304671,RS,Capivari do Sul,  3 890,83.0,17.0,49.7,50.3,99.0,,,
3113107,MG,Caranaíba,  3 288,35.8,64.2,51.0,49.0,104.1,,,
2504074,PB,Caraúbas,  3 899,38.9,61.1,50.6,49.4,102.3,,,
2202554,PI,Caridade do Piauí,  4 826,32.7,67.3,51.8,48.2,107.5,,,
1703867,TO,Cariri do Tocantins,  3 756,55.7,44.3,56.1,43.9,127.6,,,
4304853,RS,Carlos Gomes,  1 607,23.5,76.5,51.9,48.1,107.9,,,
3113800,MG,Carmésia,  2 446,53.6,46.4,49.8,50.2,99.4,,,
1703883,TO,Carmolândia,  2 316,78.8,21.2,52.1,47.9,108.6,,,
3114600,MG,Carrancas,  3 948,66.2,33.8,50.9,49.1,103.8,,,
2504108,PB,Carrapateira,  2 378,72.0,28.0,52.4,47.6,110.3,,,
1703891,TO,Carrasco Bonito,  3 688,53.3,46.7,52.0,48.0,108.5,,,
3114709,MG,Carvalhópolis,  3 341,73.6,26.4,51.0,49.0,104.1,,,
3114808,MG,Carvalhos,  4 556,53.5,46.5,51.4,48.6,105.6,,,
3114907,MG,Casa Grande,  2 244,50.0,50.0,51.3,48.7,105.5,,,
3115003,MG,Cascalho Rico,  2 857,62.9,37.1,53.5,46.6,114.8,,,
1703909,TO,Caseara,  4 601,59.5,40.5,51.8,48.2,107.5,,,
4304952,RS,Caseiros,  3 007,49.5,50.5,50.5,49.6,101.8,,,
3510906,SP,Cássia dos Coqueiros,  2 634,68.2,31.9,51.1,48.9,104.7,,,
1100908,RO,Castanheiras,  3 575,23.4,76.6,51.2,48.8,104.8,,,
5205059,GO,Castelândia,  3 638,91.9,8.1,52.7,47.3,111.5,,,
3115359,MG,Catas Altas,  4 846,87.5,12.5,49.3,50.7,97.2,,,
3115409,MG,Catas Altas da Noruega,  3 462,41.3,58.7,50.9,49.1,103.5,,,
2504207,PB,Catingueira,  4 812,59.9,40.1,50.2,49.9,100.6,,,
2907400,BA,Catolândia,  2 612,37.0,63.0,51.8,48.2,107.6,,,
5205208,GO,Caturaí,  4 686,78.2,21.8,51.2,48.8,104.8,,,
2504355,PB,Caturité,  4 543,22.5,77.5,50.6,49.4,102.6,,,
4204103,SC,Caxambu do Sul,  4 411,48.9,51.1,50.3,49.7,101.2,,,
3115607,MG,Cedro do Abaeté,  1 210,85.4,14.6,51.9,48.1,107.9,,,
4204152,SC,Celso Ramos,  2 771,31.5,68.5,50.3,49.7,101.4,,,
1704105,TO,Centenário,  2 566,58.6,41.4,53.6,46.4,115.5,,,
4305116,RS,Centenário,  2 965,32.0,68.0,52.0,48.0,108.2,,,
4305132,RS,Cerro Branco,  4 454,28.6,71.4,50.0,50.0,99.8,,,
4305157,RS,Cerro Grande,  2 417,34.3,65.7,50.0,50.0,100.1,,,
4204178,SC,Cerro Negro,  3 581,21.3,78.7,52.3,47.7,109.6,,,
3115904,MG,Chácara,  2 792,68.2,31.8,50.5,49.5,102.0,,,
1705102,TO,Chapada da Natividade,  3 277,50.5,49.5,54.7,45.3,120.7,,,
1704600,TO,Chapada de Areia,  1 335,56.1,43.9,53.6,46.4,115.7,,,
4204194,SC,Chapadão do Lageado,  2 762,18.6,81.4,51.6,48.4,106.6,,,
4305371,RS,Charrua,  3 471,16.8,83.2,49.8,50.2,99.1,,,
3116209,MG,Chiador,  2 785,53.4,46.6,48.7,51.4,94.7,,,
4305405,RS,Chiapetta,  4 044,61.1,38.9,48.8,51.2,95.5,,,
4305447,RS,Chuvisca,  4 944,5.5,94.5,52.7,47.4,111.2,,,
4305504,RS,Ciríaco,  4 922,50.7,49.3,51.0,49.0,104.2,,,
3116407,MG,Claraval,  4 542,55.7,44.3,52.2,47.8,109.1,,,
2202711,PI,Cocal de Telha,  4 525,58.9,41.1,48.8,51.2,95.2,,,
2202737,PI,Coivaras,  3 811,30.8,69.2,51.7,48.3,107.0,,,
4305587,RS,Colinas,  2 420,45.7,54.3,49.9,50.1,99.7,,,
5205521,GO,Colinas do Sul,  3 523,71.7,28.3,52.2,47.8,109.1,,,
4305603,RS,Colorado,  3 550,51.9,48.1,48.7,51.4,94.7,,,
1705557,TO,Combinado,  4 669,85.7,14.3,50.9,49.2,103.5,,,
3116902,MG,Comendador Gomes,  2 972,50.7,49.3,53.5,46.5,115.2,,,
3115201,MG,Conceição da Barra de Minas,  3 954,70.6,29.4,52.2,47.8,109.1,,,
3117207,MG,Conceição das Pedras,  2 749,54.9,45.1,53.4,46.6,114.6,,,
3117405,MG,Conceição de Ipanema,  4 456,34.2,65.8,50.3,49.7,101.2,,,
2202802,PI,Conceição do Canindé,  4 475,52.8,47.2,50.2,49.8,100.8,,,
1705607,TO,Conceição do Tocantins,  4 182,69.6,30.4,51.0,49.0,104.0,,,
2504702,PB,Congo,  4 687,62.8,37.2,50.7,49.3,103.0,,,
3118106,MG,Congonhas do Norte,  4 943,52.6,47.4,50.2,49.8,100.8,,,
5103361,MT,Conquista D'Oeste,  3 385,60.7,39.4,52.8,47.2,112.0,,,
4106100,PR,Conselheiro Mairinck,  3 636,69.2,30.8,50.6,49.4,102.3,,,
3118502,MG,Consolação,  1 727,55.0,45.0,51.4,48.6,105.8,,,
2908804,BA,Contendas do Sincorá,  4 663,49.3,50.7,51.0,49.0,104.2,,,
4305835,RS,Coqueiro Baixo,  1 528,18.5,81.5,51.8,48.2,107.3,,,
4305850,RS,Coqueiros do Sul,  2 457,36.8,63.2,51.1,48.9,104.4,,,
4204350,SC,Cordilheira Alta,  3 767,38.4,61.6,51.0,49.0,104.1,,,
3119005,MG,Cordislândia,  3 435,80.3,19.7,51.4,48.6,105.9,,,
5003108,MS,Corguinho,  4 862,38.5,61.5,54.1,45.9,117.7,,,
4305871,RS,Coronel Barros,  2 459,44.5,55.6,49.6,50.4,98.3,,,
2402907,RN,Coronel João Pessoa,  4 772,37.2,62.8,49.6,50.4,98.5,,,
2202851,PI,Coronel José Dias,  4 541,32.8,67.2,52.4,47.6,110.0,,,
4204459,SC,Coronel Martins,  2 458,27.9,72.1,51.3,48.7,105.5,,,
3119609,MG,Coronel Pacheco,  2 983,71.9,28.1,50.8,49.2,103.3,,,
4305934,RS,Coronel Pilar,  1 725,10.1,89.9,51.8,48.2,107.6,,,
3119708,MG,Coronel Xavier Chaves,  3 301,54.5,45.5,49.8,50.2,99.3,,,
3119807,MG,Córrego Danta,  3 391,61.6,38.4,52.8,47.2,111.7,,,
3119906,MG,Córrego do Bom Jesus,  3 730,54.9,45.1,52.2,47.8,109.3,,,
5205703,GO,Córrego do Ouro,  2 632,62.0,38.0,50.8,49.2,103.4,,,
3120003,MG,Córrego Novo,  3 127,65.2,34.8,49.7,50.3,98.9,,,
3512704,SP,Corumbataí,  3 874,54.0,46.0,51.0,49.0,103.9,,,
4106555,PR,Corumbataí do Sul,  4 002,53.2,46.9,50.7,49.3,102.9,,,
4305959,RS,Cotiporã,  3 917,52.3,47.7,51.9,48.1,107.9,,,
3120102,MG,Couto de Magalhães de Minas,  4 204,91.2,8.8,50.0,50.0,100.1,,,
4305975,RS,Coxilha,  2 826,61.5,38.5,49.1,50.9,96.5,,,
2504850,PB,Coxixola,  1 771,44.2,55.8,51.7,48.3,107.1,,,
4306072,RS,Cristal do Sul,  2 826,32.9,67.1,51.0,49.0,104.0,,,
5206305,GO,Cristianópolis,  2 932,84.3,15.7,51.3,48.7,105.2,,,
1706258,TO,Crixás do Tocantins,  1 564,55.8,44.3,52.5,47.5,110.5,,,
5206503,GO,Cromínia,  3 555,75.3,24.8,50.5,49.5,101.9,,,
3120607,MG,Crucilândia,  4 757,62.6,37.4,51.1,48.9,104.4,,,
3513306,SP,Cruzália,  2 274,66.4,33.6,48.8,51.2,95.4,,,
4306130,RS,Cruzaltense,  2 141,22.8,77.2,51.4,48.6,105.8,,,
3120706,MG,Cruzeiro da Fortaleza,  3 934,85.4,14.6,51.0,49.0,104.2,,,
4106571,PR,Cruzeiro do Iguaçu,  4 278,61.3,38.7,49.9,50.1,99.4,,,
4106704,PR,Cruzeiro do Sul,  4 563,74.6,25.4,50.6,49.4,102.5,,,
4106852,PR,Cruzmaltina,  3 162,47.5,52.5,51.7,48.3,107.1,,,
5206602,GO,Cumari,  2 964,81.6,18.4,51.1,48.9,104.5,,,
2801900,SE,Cumbe,  3 813,59.6,40.4,49.9,50.1,99.6,,,
4204756,SC,Cunhataí,  1 882,30.2,69.8,53.4,46.7,114.4,,,
3120839,MG,Cuparaque,  4 680,83.0,17.0,50.3,49.7,101.3,,,
2203230,PI,Currais,  4 704,19.6,80.4,52.6,47.4,110.8,,,
2203271,PI,Curral Novo do Piauí,  4 869,28.3,71.7,52.0,48.0,108.2,,,
2505303,PB,Curral Velho,  2 505,56.3,43.7,52.1,47.9,108.6,,,
2203255,PI,Curralinhos,  4 183,31.8,68.2,51.3,48.7,105.2,,,
5103437,MT,Curvelândia,  4 866,59.5,40.5,52.1,47.9,108.7,,,
1600212,AP,Cutias,  4 696,52.0,48.0,51.6,48.4,106.7,,,
5206701,GO,Damianópolis,  3 292,56.3,43.7,51.9,48.1,107.9,,,
2505352,PB,Damião,  4 900,46.5,53.5,50.2,49.8,100.8,,,
5206800,GO,Damolândia,  2 747,79.4,20.6,50.4,49.7,101.4,,,
4306304,RS,David Canabarro,  4 683,40.8,59.2,51.5,48.5,106.0,,,
5206909,GO,Davinópolis,  2 056,68.1,31.9,52.6,47.4,111.1,,,
