 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2001
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"420090 Angelina";8;6;7;6;8;4;8;9;9;4;3;5;77
"420100 Anita Garibaldi";9;13;14;12;13;9;9;11;17;16;10;13;146
"420110 Anitápolis";2;2;5;-;6;2;3;3;3;6;2;1;35
"420120 Antônio Carlos";6;6;8;6;6;12;13;7;11;8;8;9;100
"420125 Apiúna";15;4;14;13;5;-;-;-;-;-;-;2;53
"420127 Arabutã";-;-;-;-;-;1;1;1;1;1;-;1;6
"420130 Araquari";27;24;35;35;33;29;21;27;12;19;20;26;308
"420140 Araranguá";76;84;90;74;77;76;71;82;62;55;62;48;857
"420150 Armazém";6;6;8;13;15;10;8;14;6;6;7;4;103
"420160 Arroio Trinta";5;4;6;2;4;7;9;10;8;1;2;1;59
"420165 Arvoredo";4;1;2;1;8;4;7;3;3;4;3;4;44
"420170 Ascurra";12;6;8;10;9;10;6;8;8;7;11;4;99
"420180 Atalanta";4;3;2;1;4;3;7;3;5;2;1;1;36
"420190 Aurora";9;4;8;3;9;6;5;7;6;4;8;7;76
"420195 Balneário Arroio do Silva";6;4;7;12;12;7;5;14;8;7;8;5;95
"420205 Balneário Barra do Sul";7;2;14;8;16;9;10;6;2;7;5;6;92
"420200 Balneário Camboriú";128;119;123;105;103;106;109;94;95;92;85;91;1250
"420207 Balneário Gaivota";12;12;9;12;9;9;8;6;9;11;3;3;103
"421280 Balneário Piçarras";19;16;20;21;16;14;15;22;22;17;19;9;210
"420208 Bandeirante";8;2;7;4;5;1;2;5;3;1;2;-;40
"420209 Barra Bonita";1;2;-;1;2;2;3;5;3;2;2;4;27
"420210 Barra Velha";30;14;19;26;21;18;12;19;17;19;27;13;235
"420213 Bela Vista do Toldo";6;12;14;4;6;6;10;7;4;4;3;5;81
"420215 Belmonte";3;-;8;6;-;4;2;5;5;2;3;-;38
"420220 Benedito Novo";11;13;7;10;14;6;10;6;13;9;7;13;119
"420230 Biguaçu";1;6;55;78;86;52;32;59;77;75;61;70;652
"420240 Blumenau";370;341;380;357;396;346;352;332;355;313;287;257;4086
"420243 Bocaina do Sul";5;3;3;2;13;2;7;6;6;1;6;3;57
"420250 Bom Jardim da Serra";4;10;6;6;5;3;5;7;4;5;4;3;62
"420253 Bom Jesus";-;3;2;4;4;4;1;3;7;4;3;2;37
"420257 Bom Jesus do Oeste";1;2;1;1;5;3;3;1;2;2;6;1;28
"420260 Bom Retiro";13;13;18;12;21;23;13;9;12;16;14;16;180
"420245 Bombinhas";10;13;12;18;11;13;11;20;14;13;18;11;164
"420270 Botuverá";4;3;3;9;4;-;2;7;3;2;5;-;42
"420280 Braço do Norte";42;41;39;37;49;34;46;35;47;35;33;26;464
"420285 Braço do Trombudo";1;4;6;2;3;3;2;3;4;4;3;2;37
"420287 Brunópolis";7;3;3;6;4;3;4;5;3;2;2;4;46
"420290 Brusque";108;79;105;93;105;109;93;86;87;81;76;82;1104
"420300 Caçador";135;110;123;122;119;109;113;101;108;109;133;100;1382
"420310 Caibi";6;9;13;4;9;7;10;9;6;6;5;8;92
"420315 Calmon";4;13;4;6;12;6;-;9;6;4;4;13;81
"420320 Camboriú";83;90;82;77;93;93;79;95;61;70;87;75;985
"420330 Campo Alegre";14;14;14;20;17;15;13;20;14;9;10;20;180
"420340 Campo Belo do Sul";12;8;11;6;8;13;5;7;6;14;11;9;110
"420350 Campo Erê";27;16;20;15;28;17;22;25;20;30;29;23;272
"420360 Campos Novos";47;51;38;49;61;49;59;46;41;54;43;34;572
"420370 Canelinha";14;21;20;11;18;11;16;19;10;15;12;14;181
"420380 Canoinhas";119;79;84;80;88;98;85;107;89;85;73;81;1068
"420325 Capão Alto";6;-;3;3;1;-;2;5;2;1;-;6;29
"420390 Capinzal";29;30;39;28;40;29;32;31;31;33;29;29;380
"420395 Capivari de Baixo";19;36;42;28;24;34;32;26;25;27;17;36;346
"420400 Catanduvas";17;14;12;20;15;12;9;19;13;8;12;15;166
"420410 Caxambu do Sul";5;3;4;3;4;6;6;6;4;5;4;7;57
"420415 Celso Ramos";12;3;4;4;3;4;1;-;1;4;4;1;41
"420417 Cerro Negro";4;5;10;8;6;5;3;1;4;4;4;6;60
"420419 Chapadão do Lageado";5;1;4;4;1;4;4;3;4;1;4;3;38
"420420 Chapecó";231;204;208;218;231;245;233;202;216;227;204;171;2590
"420425 Cocal do Sul";20;17;20;12;24;19;13;9;12;15;19;13;193
"420430 Concórdia";106;89;103;85;81;92;93;89;81;73;80;88;1060
"420435 Cordilheira Alta";5;3;1;-;2;3;2;3;3;3;3;3;31
"420440 Coronel Freitas";15;13;18;13;7;10;11;13;5;7;9;7;128
"420445 Coronel Martins";3;3;3;1;2;1;1;2;4;5;7;3;35
"420455 Correia Pinto";21;24;18;22;18;20;19;11;8;18;17;10;206
"420450 Corupá";16;11;15;12;13;10;15;14;13;9;9;21;158
"420460 Criciúma";232;217;244;225;191;212;240;241;238;199;201;207;2647
"420470 Cunha Porã";8;15;14;7;12;8;24;6;15;12;11;9;141
"420475 Cunhataí";1;-;4;-;5;3;-;-;-;2;3;4;22
"420480 Curitibanos";75;60;57;78;75;59;82;69;67;74;67;66;829
"420490 Descanso";10;10;14;8;13;9;7;13;5;6;9;8;112
"420500 Dionísio Cerqueira";24;19;18;17;25;26;23;28;27;18;33;22;280
"420510 Dona Emma";3;6;4;1;6;5;5;5;5;5;4;9;58
"420515 Doutor Pedrinho";-;3;6;4;3;6;1;4;3;1;2;1;34
"420517 Entre Rios";5;2;5;6;4;17;10;15;8;6;6;6;90
"420519 Ermo";2;1;4;8;1;2;3;4;2;5;4;7;43
"420520 Erval Velho";4;3;1;6;7;5;4;2;4;4;3;6;49
"420530 Faxinal dos Guedes";17;10;20;18;19;10;16;14;12;19;8;17;180
"420535 Flor do Sertão";2;1;1;2;4;2;2;2;1;1;-;-;18
"420540 Florianópolis";443;431;476;442;443;438;437;407;392;411;387;359;5066
"420543 Formosa do Sul";3;5;9;4;4;2;6;2;3;2;6;1;47
"420545 Forquilhinha";30;17;19;19;27;22;23;23;26;25;19;17;267
"420550 Fraiburgo";70;52;74;63;61;66;57;56;58;58;59;51;725
"420555 Frei Rogério";3;4;6;7;5;3;2;2;3;7;3;5;50
"420560 Galvão";9;10;8;8;6;1;4;5;2;8;3;5;69
"420570 Garopaba";15;19;22;25;11;17;13;20;16;17;17;13;205
"420580 Garuva";21;16;21;18;20;21;14;15;16;17;21;19;219
"420590 Gaspar";49;60;74;52;62;59;49;34;46;43;43;51;622
"420600 Governador Celso Ramos";12;7;14;11;18;18;18;14;18;12;17;10;169
"420610 Grão Pará";5;9;6;9;6;6;10;7;5;8;7;2;80
"420620 Gravatal";19;8;10;13;16;8;8;9;12;15;5;7;130
"420630 Guabiruba";11;15;20;14;18;8;7;11;6;15;5;15;145
"420640 Guaraciaba";13;16;15;15;5;9;15;9;10;11;12;11;141
"420650 Guaramirim";38;25;45;44;37;39;30;30;38;29;36;33;424
"420660 Guarujá do Sul";7;5;7;4;4;3;3;5;4;5;3;6;56
"420665 Guatambú";10;9;5;7;13;4;7;8;7;5;5;7;87
"420670 Herval d'Oeste";20;27;29;21;24;25;27;26;24;26;24;22;295
"420675 Ibiam";1;2;2;1;3;3;1;1;-;-;2;3;19
"420680 Ibicaré";2;1;3;4;1;4;4;1;2;3;5;-;30
"420690 Ibirama";22;24;18;18;28;27;18;17;21;23;26;24;266
"420700 Içara";77;71;66;78;72;77;83;61;70;70;68;55;848
"420710 Ilhota";13;11;16;18;11;11;17;8;12;5;7;17;146
"420720 Imaruí";19;14;11;19;8;8;8;14;12;8;11;10;142
"420730 Imbituba";50;40;44;59;46;46;59;41;50;53;34;28;550
"420740 Imbuia";7;3;11;7;10;7;16;7;5;9;11;7;100
"420750 Indaial";57;67;63;83;74;61;50;64;55;58;28;47;707
"420757 Iomerê";2;3;1;3;2;5;4;3;1;2;1;2;29
"420760 Ipira";6;5;2;7;7;4;8;3;5;3;2;7;59
"420765 Iporã do Oeste";10;9;11;13;14;11;12;6;8;6;7;6;113
"420768 Ipuaçu";13;12;12;16;15;14;11;9;10;16;17;19;164
"420770 Ipumirim";8;6;10;2;7;6;3;5;9;7;5;5;73
"420775 Iraceminha";2;7;15;2;3;6;4;5;2;8;2;5;61
"420780 Irani";12;10;13;8;10;15;13;13;12;11;11;13;141
"420785 Irati";3;2;4;7;1;4;6;3;-;5;2;1;38
"420790 Irineópolis";14;10;5;8;9;10;10;12;9;10;-;5;102
"420800 Itá";4;15;16;5;5;6;8;8;5;5;2;12;91
"420810 Itaiópolis";27;30;26;32;20;28;22;22;28;24;30;27;316
"420820 Itajaí";202;202;254;219;245;240;211;209;185;193;174;208;2542
"420830 Itapema";46;44;44;58;42;35;33;29;29;31;27;19;437
"420840 Itapiranga";17;20;16;16;21;17;20;19;20;10;18;18;212
"420845 Itapoá";14;7;21;10;11;12;17;6;9;10;12;14;143
"420850 Ituporanga";26;28;38;26;31;31;35;24;27;31;24;20;341
"420860 Jaborá";3;3;3;3;1;3;3;7;8;6;4;6;50
"420870 Jacinto Machado";16;12;19;15;16;13;14;22;17;12;19;10;185
"420880 Jaguaruna";11;14;20;15;19;16;17;16;15;14;11;14;182
"420890 Jaraguá do Sul";144;137;162;169;164;173;153;130;133;122;115;135;1737
"420895 Jardinópolis";2;2;2;1;3;-;-;2;5;3;7;2;29
"420900 Joaçaba";26;22;30;26;30;35;25;34;36;42;16;35;357
"420910 Joinville";638;609;678;656;714;664;663;605;577;546;480;526;7356
"420915 José Boiteux";6;8;10;10;11;7;16;3;11;8;5;7;102
"420917 Jupiá";4;2;2;4;3;-;1;1;4;6;2;5;34
"420920 Lacerdópolis";-;-;-;3;2;2;1;2;-;3;4;-;17
"420930 Lages";237;227;264;110;245;235;243;238;267;226;196;258;2746
"420940 Laguna";-;5;68;62;90;76;65;64;54;55;49;53;641
"420945 Lajeado Grande";1;1;2;4;2;1;1;3;2;3;1;3;24
"420950 Laurentino";10;2;7;6;4;6;3;3;12;3;6;7;69
"420960 Lauro Muller";12;18;24;21;23;24;17;19;8;20;18;24;228
"420970 Lebon Régis";15;22;32;21;23;17;16;15;21;16;22;26;246
"420980 Leoberto Leal";7;10;3;5;10;4;6;5;7;6;1;4;68
"420985 Lindóia do Sul";10;7;7;5;5;3;5;6;5;4;3;4;64
"420990 Lontras";12;16;10;12;6;11;7;8;11;7;7;8;115
"421000 Luiz Alves";14;12;14;11;14;10;11;11;9;11;11;12;140
"421003 Luzerna";9;4;3;2;11;6;5;8;2;4;4;8;66
"421005 Macieira";2;-;-;1;2;2;2;1;-;-;-;1;11
"421010 Mafra";87;96;86;77;42;55;74;64;68;42;70;80;841
"421020 Major Gercino";1;5;3;3;7;4;5;4;6;2;4;3;47
"421030 Major Vieira";9;10;9;5;13;5;16;11;19;7;11;9;124
"421040 Maracajá";8;10;10;8;8;5;8;7;7;4;11;13;99
"421050 Maravilha";32;26;26;22;27;17;20;12;26;29;24;17;278
"421055 Marema";3;2;5;3;4;2;1;1;3;4;5;2;35
"421060 Massaranduba";21;10;21;13;19;11;7;13;19;15;13;9;171
"421070 Matos Costa";4;3;3;4;5;3;7;3;9;2;5;5;53
"421080 Meleiro";7;14;9;14;8;11;9;7;14;10;9;7;119
"421085 Mirim Doce";8;6;3;2;6;4;5;1;7;2;2;4;50
"421090 Modelo";2;5;5;3;7;9;5;4;6;5;8;3;62
"421100 Mondaí";11;13;17;14;14;6;9;11;9;8;4;7;123
"421105 Monte Carlo";27;21;28;20;28;22;17;22;19;18;13;23;258
"421110 Monte Castelo";14;9;22;19;13;11;15;9;21;9;8;14;164
"421120 Morro da Fumaça";22;20;24;23;23;21;25;22;24;14;21;12;251
"421125 Morro Grande";1;4;4;1;8;3;6;3;2;2;8;6;48
"421130 Navegantes";70;77;72;75;71;71;78;69;56;44;55;22;760
"421140 Nova Erechim";2;2;8;5;8;4;4;7;3;1;7;3;54
"421145 Nova Itaberaba";7;5;5;8;3;7;2;4;6;9;5;1;62
"421150 Nova Trento";8;6;8;13;9;7;10;10;12;11;2;7;103
"421160 Nova Veneza";15;12;16;22;18;15;15;16;14;26;20;21;210
"421165 Novo Horizonte";4;3;2;4;2;-;6;2;4;1;3;3;34
"421170 Orleans";27;23;30;26;25;38;35;29;32;22;24;23;334
"421175 Otacílio Costa";22;10;22;23;23;17;23;13;22;22;20;20;237
"421180 Ouro";15;12;15;8;12;10;8;3;6;18;-;8;115
"421185 Ouro Verde";4;3;3;5;3;1;1;4;5;2;3;1;35
"421187 Paial";1;1;6;1;3;1;3;2;2;1;3;2;26
"421189 Painel";3;3;2;2;1;5;3;5;3;6;1;2;36
"421190 Palhoça";155;154;153;170;171;165;161;138;112;141;124;120;1764
"421200 Palma Sola";15;19;14;12;17;8;20;12;13;5;11;12;158
"421205 Palmeira";-;-;-;-;-;-;-;-;2;-;-;-;2
"421210 Palmitos";23;16;22;20;19;10;15;17;20;18;14;21;215
"421220 Papanduva";20;33;27;27;25;31;22;35;36;37;36;19;348
"421223 Paraíso";4;6;9;11;8;10;5;6;5;5;4;4;77
"421225 Passo de Torres";7;10;5;7;4;8;6;5;10;7;12;12;93
"421227 Passos Maia";12;6;7;7;4;15;10;18;7;12;8;6;112
"421230 Paulo Lopes";10;8;7;7;6;8;4;5;12;15;7;5;94
"421240 Pedras Grandes";3;3;4;7;5;4;1;1;4;3;3;3;41
"421250 Penha";14;24;28;33;31;20;16;25;21;14;26;27;279
"421260 Peritiba";6;5;4;2;4;2;5;1;3;3;1;4;40
"421270 Petrolândia";11;7;5;9;6;7;7;6;15;14;8;6;101
"421290 Pinhalzinho";18;18;18;22;18;17;26;22;22;19;15;12;227
"421300 Pinheiro Preto";5;3;1;4;4;5;1;5;2;2;2;2;36
"421310 Piratuba";5;1;4;7;5;4;13;2;4;2;7;3;57
"421315 Planalto Alegre";5;1;7;1;5;4;1;2;1;5;2;2;36
"421320 Pomerode";34;27;20;28;33;29;24;23;29;22;13;22;304
"421330 Ponte Alta";8;5;8;11;8;15;13;13;11;9;5;14;120
"421335 Ponte Alta do Norte";7;6;7;6;4;5;3;3;4;6;4;8;63
"421340 Ponte Serrada";21;19;17;21;18;23;23;15;21;22;12;12;224
"421350 Porto Belo";13;7;12;13;22;14;13;11;12;14;12;17;160
"421360 Porto União";63;63;62;63;54;49;63;56;56;48;51;43;671
"421370 Pouso Redondo";15;19;26;16;21;11;23;21;19;22;9;10;212
"421380 Praia Grande";17;16;3;7;10;11;9;10;12;7;11;17;130
"421390 Presidente Castello Branco";1;1;5;1;-;1;-;1;1;1;1;2;15
"421400 Presidente Getúlio";19;26;17;14;19;21;18;14;15;12;18;16;209
"421410 Presidente Nereu";2;2;2;-;3;-;2;4;2;1;2;2;22
"421415 Princesa";5;5;1;4;4;4;-;7;5;3;5;2;45
"421420 Quilombo";14;18;21;12;12;9;18;18;19;12;6;15;174
"421430 Rancho Queimado";4;3;2;4;5;3;2;4;1;4;1;1;34
"421440 Rio das Antas";7;7;10;10;6;3;7;5;3;5;5;5;73
"421450 Rio do Campo";15;5;8;14;8;7;13;7;9;17;3;11;117
"421460 Rio do Oeste";8;12;10;8;7;6;6;8;8;5;4;1;83
"421480 Rio do Sul";59;65;79;92;69;65;77;79;54;60;57;61;817
"421470 Rio dos Cedros";8;5;8;12;8;8;9;8;13;13;8;10;110
"421490 Rio Fortuna";8;2;3;6;5;5;3;5;3;5;2;2;49
"421500 Rio Negrinho";82;55;71;57;70;61;71;73;49;67;56;55;767
"421505 Rio Rufino";2;9;3;5;4;3;3;4;2;7;-;4;46
"421507 Riqueza";6;10;8;7;6;5;4;8;13;12;3;3;85
"421510 Rodeio";8;6;5;5;8;12;9;7;13;5;5;14;97
"421520 Romelândia";7;7;13;10;12;9;7;8;10;8;10;5;106
"421530 Salete";14;12;9;11;7;4;14;7;11;10;6;12;117
"421535 Saltinho";10;12;6;4;5;4;10;8;7;7;1;8;82
"421540 Salto Veloso";4;3;2;4;6;5;3;5;7;4;5;2;50
"421545 Sangão";18;10;6;10;12;12;9;17;9;13;8;4;128
"421550 Santa Cecília";27;19;38;46;48;36;40;33;32;34;31;39;423
"421555 Santa Helena";4;5;3;1;1;1;1;4;2;4;2;4;32
"421560 Santa Rosa de Lima";2;1;2;1;3;-;-;2;1;2;1;5;20
"421565 Santa Rosa do Sul";4;6;16;7;9;7;11;16;7;9;14;11;117
"421567 Santa Terezinha";15;11;13;7;10;9;15;10;4;16;10;7;127
"421568 Santa Terezinha do Progresso";6;3;5;3;5;6;5;5;1;4;3;3;49
"421569 Santiago do Sul";3;2;4;1;6;4;-;-;-;2;-;1;23
"421570 Santo Amaro da Imperatriz";25;12;19;20;19;20;15;17;17;19;18;14;215
"421580 São Bento do Sul";115;102;100;112;115;142;96;108;117;136;109;84;1336
"421575 São Bernardino";4;1;5;2;7;7;11;13;8;9;16;13;96
"421590 São Bonifácio";2;2;3;3;4;4;4;3;2;-;1;1;29
"421600 São Carlos";25;8;10;13;18;14;9;7;3;2;11;8;128
"421605 São Cristovão do Sul";4;6;10;5;9;9;8;9;10;6;7;9;92
"421610 São Domingos";12;17;10;13;15;16;15;6;16;12;14;12;158
"421620 São Francisco do Sul";50;49;54;47;51;46;51;61;37;42;43;44;575
"421630 São João Batista";29;20;23;14;21;28;18;23;18;26;21;15;256
"421635 São João do Itaperiú";3;2;7;2;3;4;4;1;3;1;1;5;36
"421625 São João do Oeste";4;4;8;6;4;5;4;4;2;7;2;4;54
"421640 São João do Sul";5;9;8;3;14;7;5;7;3;12;5;3;81
"421650 São Joaquim";25;24;42;33;36;26;32;36;40;39;33;-;366
"421660 São José";283;192;270;262;276;245;226;235;221;210;194;208;2822
"421670 São José do Cedro";11;17;19;12;22;13;15;16;25;15;14;8;187
"421680 São José do Cerrito";12;14;6;6;9;12;14;8;7;17;7;11;123
"421690 São Lourenço do Oeste";36;28;37;39;30;25;31;27;29;23;28;32;365
"421700 São Ludgero";16;6;12;11;14;8;13;16;14;12;12;12;146
"421710 São Martinho";2;5;3;4;6;2;3;1;2;2;2;2;34
"421715 São Miguel da Boa Vista";3;1;2;1;2;1;3;2;1;2;1;2;21
"421720 São Miguel do Oeste";34;45;43;37;40;54;43;42;31;42;33;36;480
"421725 São Pedro de Alcântara";1;4;3;4;4;2;3;2;2;1;-;2;28
"421730 Saudades";15;8;6;14;10;8;11;9;9;9;10;7;116
"421740 Schroeder";5;14;16;6;20;14;12;14;13;18;10;15;157
"421750 Seara";15;20;24;25;20;20;18;18;23;26;17;21;247
"421755 Serra Alta";4;5;5;6;2;3;3;3;5;3;2;4;45
"421760 Siderópolis";18;9;16;17;19;15;15;13;16;8;15;11;172
"421770 Sombrio";28;36;45;23;39;32;43;30;32;20;30;40;398
"421775 Sul Brasil";7;5;4;2;3;5;4;3;2;1;2;5;43
"421780 Taió";22;24;30;28;23;28;24;18;21;20;17;20;275
"421790 Tangará";8;6;10;8;11;8;10;10;7;12;5;9;104
"421795 Tigrinhos";5;1;2;3;4;1;2;3;3;4;1;2;31
"421800 Tijucas";47;37;37;46;45;32;46;31;50;31;29;31;462
"421810 Timbé do Sul";4;3;8;6;13;7;11;12;10;3;9;8;94
"421820 Timbó";32;37;33;35;47;34;26;36;36;21;20;26;383
"421825 Timbó Grande";12;10;23;11;13;13;18;10;14;14;13;10;161
"421830 Três Barras";35;29;28;22;25;26;25;24;32;32;27;31;336
"421835 Treviso";2;4;-;6;3;-;7;1;2;3;1;2;31
"421840 Treze de Maio";10;4;3;2;6;11;6;9;10;5;4;5;75
"421850 Treze Tílias";8;5;3;4;10;4;3;10;3;4;6;7;67
"421860 Trombudo Central";9;5;10;9;14;4;10;9;9;5;8;9;101
"421870 Tubarão";108;107;120;101;120;112;110;109;93;85;79;93;1237
"421875 Tunápolis";7;3;8;5;7;5;1;3;3;8;4;9;63
"421880 Turvo";9;12;15;9;17;13;19;20;20;16;15;16;181
"421885 União do Oeste";5;4;3;8;5;6;1;2;2;4;1;3;44
"421890 Urubici";18;16;15;24;12;11;10;8;7;23;17;14;175
"421895 Urupema";4;4;4;2;8;9;4;3;3;2;3;6;52
"421900 Urussanga";20;24;18;23;21;23;18;18;24;16;12;19;236
"421910 Vargeão";7;4;10;7;7;4;2;6;7;8;4;6;72
"421915 Vargem";4;6;6;2;6;7;5;8;4;2;6;4;60
"421917 Vargem Bonita";8;8;10;7;9;7;11;6;10;11;8;7;102
"421920 Vidal Ramos";9;7;9;6;6;8;8;9;8;14;3;8;95
"421930 Videira";92;63;64;80;77;71;73;56;79;76;51;65;847
"421935 Vitor Meireles";10;6;1;10;12;6;6;20;11;5;10;9;106
"421940 Witmarsum";3;1;9;6;6;3;2;3;4;5;3;2;47
"421950 Xanxerê";58;51;66;57;54;53;58;55;64;55;55;53;679
"421960 Xavantina";7;6;3;7;5;5;12;7;6;4;3;7;72
"421970 Xaxim";41;46;33;35;31;31;35;29;38;41;38;27;425
"421985 Zortéa";5;3;3;1;1;10;6;7;9;1;5;3;54
"420000 Município ignorado - SC";-;-;-;-;1;-;2;-;-;1;1;1;6
"430003 Aceguá";11;7;6;6;7;10;14;11;4;9;5;8;98
"430005 Água Santa";5;4;7;4;3;5;3;5;5;5;-;6;52
"430010 Agudo";21;18;22;32;19;22;16;22;16;19;14;11;232
"430020 Ajuricaba";7;8;2;12;6;4;10;11;10;5;8;6;89
"430030 Alecrim";7;9;7;8;8;4;2;8;10;6;7;9;85
"430040 Alegrete";112;126;124;111;116;107;100;85;92;99;68;123;1263
"430045 Alegria";3;5;3;4;1;2;4;4;7;9;6;5;53
"430047 Almirante Tamandaré do Sul";-;2;4;-;2;1;1;-;-;-;1;-;11
"430050 Alpestre";12;10;11;11;7;12;4;10;8;7;5;9;106
"430055 Alto Alegre";2;1;2;-;-;4;-;-;-;3;2;4;18
"430057 Alto Feliz";3;2;5;2;3;1;1;-;4;-;-;1;22
"430060 Alvorada";368;338;343;323;359;341;340;343;326;287;264;317;3949
"430063 Amaral Ferrador";9;7;6;6;5;8;13;5;4;8;7;8;86
"430064 Ametista do Sul";19;10;17;7;9;11;10;13;11;11;15;14;147
"430066 André da Rocha";-;1;2;-;1;-;2;1;1;-;1;1;10
"430070 Anta Gorda";5;5;9;2;6;7;3;4;4;5;4;3;57
"430080 Antônio Prado";9;7;17;11;16;21;8;8;18;16;7;14;152
"430085 Arambaré";3;3;1;4;4;6;9;5;5;4;6;3;53
"430087 Araricá";6;8;3;4;5;11;8;3;4;3;3;11;69
"430090 Aratiba";7;5;3;3;6;8;5;11;4;6;3;6;67
"430100 Arroio do Meio";18;18;17;12;25;12;21;13;15;10;12;13;186
"430107 Arroio do Padre";-;-;-;4;9;3;1;1;2;3;1;3;27
"430105 Arroio do Sal";8;7;6;6;5;7;7;9;11;6;6;10;88
"430120 Arroio do Tigre";16;14;24;11;14;13;12;18;23;20;12;18;195
"430110 Arroio dos Ratos";20;14;22;23;16;13;20;11;19;8;11;23;200
"430130 Arroio Grande";22;20;30;28;38;27;22;22;18;30;18;20;295
"430140 Arvorezinha";16;2;19;7;11;6;16;13;19;13;12;17;151
"430150 Augusto Pestana";5;2;4;1;5;8;6;9;4;8;3;5;60
"430155 Áurea";4;1;1;5;2;6;3;2;3;1;5;5;38
"430160 Bagé";189;163;205;188;173;164;187;155;149;140;146;163;2022
"430163 Balneário Pinhal";5;5;8;5;11;7;3;11;8;8;9;15;95
"430165 Barão";4;2;2;9;3;3;6;2;6;1;2;5;45
"430170 Barão de Cotegipe";2;11;5;4;6;7;7;12;9;10;5;5;83
"430175 Barão do Triunfo";4;6;4;5;5;8;6;9;4;10;6;5;72
"430185 Barra do Guarita";2;2;3;9;7;3;9;10;3;2;4;3;57
"430187 Barra do Quaraí";1;2;4;3;5;4;5;7;6;1;1;2;41
"430190 Barra do Ribeiro";16;20;16;19;20;13;7;14;9;15;9;10;168
"430192 Barra do Rio Azul";1;-;1;2;1;1;-;3;2;-;2;1;14
"430195 Barra Funda";6;2;6;5;3;2;4;6;1;2;-;-;37
"430180 Barracão";5;4;9;8;7;8;7;6;4;4;4;5;71
"430200 Barros Cassal";14;10;16;18;18;25;20;24;17;22;23;13;220
"430205 Benjamin Constant do Sul";8;11;11;8;6;4;6;6;5;4;9;4;82
"430210 Bento Gonçalves";96;104;107;115;105;117;111;97;97;103;100;89;1241
"430215 Boa Vista das Missões";4;5;-;2;2;2;1;3;3;2;3;-;27
"430220 Boa Vista do Buricá";7;5;6;13;10;10;6;4;8;3;5;10;87
"430222 Boa Vista do Cadeado";-;-;1;2;1;1;2;-;1;1;1;3;13
"430223 Boa Vista do Incra";1;3;3;-;2;1;-;-;-;3;3;6;22
"430225 Boa Vista do Sul";-;3;1;2;-;2;1;-;-;3;1;2;15
"430230 Bom Jesus";25;21;25;17;20;22;14;30;24;20;18;22;258
"430235 Bom Princípio";10;11;14;6;14;12;9;13;13;11;10;15;138
"430237 Bom Progresso";4;4;4;1;3;6;1;4;5;4;-;1;37
"430240 Bom Retiro do Sul";18;15;8;17;8;12;9;13;13;13;8;6;140
"430245 Boqueirão do Leão";13;7;11;14;10;13;10;11;10;9;13;10;131
"430250 Bossoroca";4;3;9;12;11;9;7;5;8;9;5;6;88
"430258 Bozano";-;2;2;-;2;4;2;2;1;3;-;1;19
"430260 Braga";4;5;12;8;9;6;7;3;4;6;2;3;69
"430265 Brochier";4;1;4;4;4;6;4;7;2;3;3;3;45
"430270 Butiá";28;35;27;38;26;37;31;29;25;17;28;16;337
"430280 Caçapava do Sul";55;40;50;40;46;47;49;38;44;45;36;42;532
"430290 Cacequi";18;11;16;10;14;11;21;11;17;12;21;8;170
"430300 Cachoeira do Sul";129;100;127;126;100;95;136;119;83;104;64;93;1276
"430310 Cachoeirinha";200;187;165;162;180;162;137;179;150;129;139;119;1909
"430320 Cacique Doble";10;4;10;6;9;11;4;3;9;13;6;6;91
"430330 Caibaté";5;8;10;3;5;12;6;5;8;6;6;8;82
"430340 Caiçara";6;3;7;9;13;4;5;9;4;5;6;5;76
"430350 Camaquã";96;84;83;80;111;79;98;105;103;69;79;83;1070
"430355 Camargo";3;2;3;7;2;3;1;4;3;2;5;2;37
"430360 Cambará do Sul";15;16;14;15;9;15;14;21;23;8;14;17;181
"430367 Campestre da Serra";1;5;2;3;4;3;-;2;5;2;-;5;32
"430370 Campina das Missões";9;3;2;7;7;3;6;3;4;10;5;5;64
"430380 Campinas do Sul";5;7;5;2;1;2;3;6;6;7;2;7;53
"430390 Campo Bom";101;74;101;97;89;93;87;82;85;66;72;72;1019
"430400 Campo Novo";14;15;13;4;10;5;6;6;7;6;8;9;103
"430410 Campos Borges";3;2;6;4;1;-;6;3;6;2;2;4;39
"430420 Candelária";36;31;38;55;45;37;41;41;39;37;30;36;466
"430430 Cândido Godói";4;7;3;8;3;5;8;2;5;4;6;6;61
"430435 Candiota";7;8;18;13;13;9;11;11;12;15;14;10;141
"430440 Canela";69;60;66;56;66;57;70;62;50;57;52;51;716
"430450 Canguçu";67;66;73;75;52;64;79;61;69;64;69;58;797
"430460 Canoas";447;480;526;517;490;451;468;458;449;439;395;406;5526
"430461 Canudos do Vale";2;1;-;1;-;1;3;5;-;-;1;2;16
"430462 Capão Bonito do Sul";-;-;2;-;-;1;1;-;2;1;2;2;11
"430463 Capão da Canoa";59;52;71;59;67;60;52;70;60;56;53;45;704
"430465 Capão do Cipó";-;-;-;1;3;-;2;-;4;1;1;1;13
"430466 Capão do Leão";46;29;36;33;40;27;34;32;27;34;35;28;401
"430468 Capela de Santana";14;16;10;16;17;10;8;12;15;11;9;8;146
