 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1999
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"312680 Frei Gaspar";6;7;11;7;10;6;12;6;2;6;6;2;-;81
"312690 Frei Inocêncio";-;1;20;18;13;19;10;15;12;19;-;-;-;127
"312695 Frei Lagonegro";3;3;3;-;3;3;2;-;-;-;-;-;-;17
"312700 Fronteira";10;8;7;5;10;8;4;7;7;1;-;-;-;67
"312705 Fronteira dos Vales";3;6;3;3;2;2;7;4;8;5;9;5;-;57
"312707 Fruta de Leite";11;5;4;7;15;11;5;9;8;4;7;8;-;94
"312710 Frutal";62;68;63;76;65;66;68;60;66;44;3;-;-;641
"312720 Funilândia";5;-;7;7;4;5;2;10;4;3;-;-;-;47
"312730 Galiléia";1;4;-;2;6;9;11;13;17;4;-;-;-;67
"312733 Gameleiras";1;1;1;2;2;1;1;1;2;1;2;-;-;15
"312735 Glaucilândia";1;2;1;3;4;4;2;2;2;-;-;-;-;21
"312737 Goiabeira";2;-;1;4;-;2;6;1;3;3;-;-;-;22
"312738 Goianá";2;4;1;3;3;6;7;3;4;3;1;4;-;41
"312740 Gonçalves";4;2;5;4;5;8;2;10;7;4;7;1;-;59
"312750 Gonzaga";7;6;1;4;-;4;3;4;3;3;2;3;-;40
"312760 Gouveia";18;19;19;16;13;15;22;23;14;18;17;15;-;209
"312770 Governador Valadares";396;430;558;524;496;449;395;418;400;371;257;2;-;4696
"312780 Grão Mogol";18;19;25;26;21;21;31;26;24;27;32;15;-;285
"312790 Grupiara";-;2;1;-;1;1;-;2;2;-;1;-;-;10
"312800 Guanhães";43;40;58;49;68;61;52;62;51;59;50;47;-;640
"312810 Guapé";24;21;18;19;22;15;15;29;21;17;12;13;-;226
"312820 Guaraciaba";17;12;3;11;14;20;10;14;16;12;16;12;-;157
"312825 Guaraciama";6;4;2;6;8;4;4;8;6;12;2;-;-;62
"312830 Guaranésia";24;24;30;24;24;27;28;25;22;24;30;17;-;299
"312840 Guarani";9;9;9;22;9;16;12;10;7;10;7;7;-;127
"312850 Guarará";4;8;6;10;6;4;3;5;3;4;5;9;-;67
"312860 Guarda-Mor";5;13;5;10;10;5;10;6;11;9;7;9;-;100
"312870 Guaxupé";71;57;60;65;76;73;73;58;6;2;-;-;-;541
"312880 Guidoval";11;11;7;8;13;8;9;12;3;7;16;9;-;114
"312890 Guimarânia";6;8;12;3;3;4;6;3;8;4;7;2;-;66
"312900 Guiricema";9;3;8;14;12;9;14;5;3;10;9;13;-;109
"312910 Gurinhatã";7;5;10;11;16;5;6;6;8;8;8;7;-;97
"312920 Heliodora";6;11;8;12;9;9;9;9;8;14;2;10;-;107
"312930 Iapu";12;5;14;19;14;11;8;9;13;15;5;9;-;134
"312940 Ibertioga";10;8;9;9;8;14;3;11;9;4;8;3;-;96
"312950 Ibiá";27;22;28;14;30;29;26;23;35;24;20;26;-;304
"312960 Ibiaí";11;9;18;8;8;3;12;2;2;1;2;2;-;78
"312965 Ibiracatu";1;1;7;2;7;9;12;4;8;2;2;-;-;55
"312970 Ibiraci";11;17;23;18;27;21;10;14;14;16;17;15;-;203
"312980 Ibirité";275;255;296;274;309;253;279;273;284;232;258;254;-;3242
"312990 Ibitiúra de Minas";4;3;6;3;6;3;3;-;4;2;7;7;-;48
"313000 Ibituruna";4;1;9;5;5;2;6;5;4;5;3;7;-;56
"313005 Icaraí de Minas";8;9;9;5;7;5;7;4;-;4;11;7;-;76
"313010 Igarapé";38;42;53;69;37;35;35;53;37;40;48;28;-;515
"313020 Igaratinga";11;12;14;6;12;11;9;15;9;11;3;10;-;123
"313030 Iguatama";6;5;11;7;13;11;8;8;9;5;6;3;-;92
"313040 Ijaci";10;8;7;9;7;8;9;14;5;6;8;8;-;99
"313050 Ilicínea";18;18;16;11;19;10;11;17;11;8;11;2;-;152
"313055 Imbé de Minas";3;5;5;4;5;2;5;3;1;3;-;-;-;36
"313060 Inconfidentes";7;7;7;7;11;15;12;8;11;6;3;9;-;103
"313065 Indaiabira";8;12;7;13;14;12;12;14;11;4;11;4;-;122
"313070 Indianópolis";8;8;11;9;4;7;5;2;3;4;-;-;11;72
"313080 Ingaí";7;2;5;-;3;4;5;2;1;4;2;4;-;39
"313090 Inhapim";46;43;36;38;47;3;7;8;9;10;3;4;-;254
"313100 Inhaúma";10;6;9;3;9;1;8;8;5;-;3;1;-;63
"313110 Inimutaba";6;7;5;10;7;8;10;8;13;-;-;-;-;74
"313115 Ipaba";36;25;37;23;31;39;26;37;24;29;16;16;-;339
"313120 Ipanema";27;24;19;31;30;24;25;20;26;34;18;27;-;305
"313130 Ipatinga";352;325;349;385;365;370;362;335;325;310;315;327;-;4120
"313140 Ipiaçu";2;2;6;7;4;1;2;1;3;10;2;3;-;43
"313150 Ipuiúna";12;13;12;15;17;20;9;10;11;15;10;12;-;156
"313160 Iraí de Minas";8;6;6;5;11;7;14;13;10;8;9;7;-;104
"313170 Itabira";161;137;197;167;197;157;184;169;155;139;139;47;-;1849
"313180 Itabirinha";15;12;20;6;10;9;16;23;20;1;-;-;-;132
"313190 Itabirito";56;52;60;64;62;51;61;63;54;45;61;48;-;677
"313200 Itacambira";4;4;3;2;4;2;-;9;2;-;-;-;-;30
"313210 Itacarambi";49;29;45;41;47;40;37;34;33;33;36;32;-;456
"313220 Itaguara";15;13;17;15;22;15;11;21;13;11;8;8;-;169
"313230 Itaipé";18;21;19;17;18;12;20;20;12;18;19;8;-;202
"313240 Itajubá";143;104;133;149;145;131;113;131;129;108;101;107;-;1494
"313250 Itamarandiba";42;51;57;61;42;74;52;63;75;49;62;-;-;628
"313260 Itamarati de Minas";2;4;5;6;6;4;4;5;5;1;3;-;-;45
"313270 Itambacuri";36;36;40;55;57;48;50;46;57;52;25;43;-;545
"313280 Itambé do Mato Dentro";3;1;2;1;2;2;-;-;-;2;-;-;-;13
"313290 Itamogi";14;22;18;12;8;9;15;12;21;8;5;12;-;156
"313300 Itamonte";21;14;23;20;24;9;25;15;26;21;12;10;-;220
"313310 Itanhandu";20;24;18;17;23;16;17;19;21;17;11;13;-;216
"313320 Itanhomi";1;25;16;18;24;22;17;18;16;25;-;-;-;182
"313330 Itaobim";44;44;54;29;50;41;48;47;43;54;39;51;-;544
"313340 Itapagipe";20;12;11;8;20;12;20;17;14;13;8;9;-;164
"313350 Itapecerica";31;25;26;18;29;31;33;28;30;20;19;28;-;318
"313360 Itapeva";-;1;2;-;-;-;1;-;-;-;-;-;-;4
"313370 Itatiaiuçu";10;18;6;15;17;14;21;18;10;11;10;10;-;160
"313375 Itaú de Minas";19;13;22;30;11;19;17;25;5;10;12;8;-;191
"313380 Itaúna";102;93;117;107;132;96;135;120;106;93;121;106;-;1328
"313390 Itaverava";9;10;12;9;14;7;10;5;11;7;7;9;-;110
"313400 Itinga";21;15;24;19;16;9;14;11;10;17;23;15;-;194
"313410 Itueta";4;3;2;-;1;9;9;8;9;6;-;-;-;51
"313420 Ituiutaba";134;136;132;129;132;141;121;128;114;123;125;118;-;1533
"313430 Itumirim";10;12;6;8;12;4;15;4;5;13;5;14;-;108
"313440 Iturama";45;51;57;52;45;36;42;51;50;40;52;6;-;527
"313450 Itutinga";6;6;7;4;10;5;11;7;3;4;6;7;-;76
"313460 Jaboticatubas";14;10;13;18;22;18;17;16;13;14;11;12;-;178
"313470 Jacinto";22;14;14;18;5;4;2;-;-;1;3;1;-;84
"313480 Jacuí";8;7;9;3;7;5;3;5;8;3;5;5;-;68
"313490 Jacutinga";32;28;30;32;37;21;36;33;18;23;9;27;-;326
"313500 Jaguaraçu";3;-;3;2;2;3;3;4;2;2;1;2;-;27
"313505 Jaíba";30;28;8;27;27;16;39;20;23;41;23;-;-;282
"313507 Jampruca";4;1;1;-;1;-;1;-;-;4;-;-;-;12
"313510 Janaúba";135;114;124;130;124;118;130;111;152;138;106;115;-;1497
"313520 Januária";74;64;113;85;100;76;77;110;2;1;-;-;-;702
"313530 Japaraíba";6;9;3;3;2;2;4;3;1;7;1;3;-;44
"313535 Japonvar";12;10;7;11;14;12;14;12;19;7;7;2;-;127
"313540 Jeceaba";6;5;12;5;3;13;8;8;8;6;8;6;-;88
"313545 Jenipapo de Minas";1;2;-;4;5;4;1;5;8;12;6;5;-;53
"313550 Jequeri";18;8;12;10;19;13;20;18;17;18;20;12;-;185
"313560 Jequitaí";7;5;19;12;2;10;11;5;7;2;1;-;-;81
"313570 Jequitibá";3;8;2;7;4;7;5;6;9;-;-;-;-;51
"313580 Jequitinhonha";29;28;30;35;28;26;24;39;35;23;33;35;-;365
"313590 Jesuânia";5;6;2;7;9;1;7;7;3;4;10;3;-;64
"313600 Joaíma";26;25;30;21;24;37;23;16;23;28;22;31;-;306
"313610 Joanésia";8;7;10;5;8;10;11;5;8;6;6;7;-;91
"313620 João Monlevade";121;88;128;90;115;111;104;78;94;87;97;107;-;1220
"313630 João Pinheiro";80;76;90;82;78;80;77;71;81;73;78;64;-;930
"313640 Joaquim Felício";6;6;8;4;8;5;11;5;6;7;2;1;-;69
"313650 Jordânia";13;20;9;19;12;8;14;17;14;17;11;13;-;167
"313652 José Gonçalves de Minas";-;4;5;2;3;1;2;1;1;7;4;1;-;31
"313655 José Raydan";4;6;7;2;8;4;-;1;3;-;-;-;-;35
"313657 Josenópolis";12;6;6;10;8;11;4;11;8;9;2;9;-;96
"313665 Juatuba";30;26;28;24;28;29;26;30;23;25;25;23;-;317
"313670 Juiz de Fora";660;599;735;688;725;637;673;634;613;590;582;399;-;7535
"313680 Juramento";12;5;9;7;7;7;10;3;2;3;6;-;-;71
"313690 Juruaia";10;12;9;16;14;21;11;8;11;14;8;10;-;144
"313695 Juvenília";-;-;1;-;-;-;2;8;-;-;1;-;-;12
"313700 Ladainha";20;13;18;27;23;16;19;14;14;11;14;10;-;199
"313710 Lagamar";13;5;9;4;12;12;10;10;6;5;8;6;-;100
"313720 Lagoa da Prata";62;60;85;79;74;72;61;59;72;54;65;54;-;797
"313730 Lagoa dos Patos";9;3;7;6;5;9;7;6;6;5;4;2;-;69
"313740 Lagoa Dourada";20;15;12;20;19;22;22;15;14;18;21;9;-;207
"313750 Lagoa Formosa";14;20;23;21;21;29;20;16;4;12;13;8;-;201
"313753 Lagoa Grande";7;7;11;8;7;12;4;4;4;1;4;4;-;73
"313760 Lagoa Santa";60;63;91;74;62;71;88;55;68;61;57;57;-;807
"313770 Lajinha";29;29;29;18;33;33;27;40;44;33;41;34;-;390
"313780 Lambari";31;11;9;31;29;25;23;28;21;26;30;16;-;280
"313790 Lamim";5;5;2;5;6;4;4;4;1;6;3;3;-;48
"313800 Laranjal";9;8;3;-;5;2;4;1;9;11;-;-;-;52
"313810 Lassance";5;7;11;8;2;3;7;4;11;13;4;-;-;75
"313820 Lavras";129;116;158;151;130;128;125;124;136;116;121;123;-;1557
"313830 Leandro Ferreira";5;10;2;2;5;1;1;9;3;2;3;3;-;46
"313835 Leme do Prado";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"313840 Leopoldina";81;56;83;69;97;73;80;75;67;74;61;23;-;839
"313850 Liberdade";6;9;11;9;9;14;10;12;8;9;6;10;-;113
"313860 Lima Duarte";28;22;22;16;22;30;25;28;29;25;22;15;-;284
"313862 Limeira do Oeste";7;9;2;3;2;2;1;-;-;3;1;-;-;30
"313865 Lontra";9;13;17;16;20;18;15;15;12;10;13;3;-;161
"313867 Luisburgo";2;1;1;7;7;16;11;4;9;6;8;8;-;80
"313868 Luislândia";8;6;6;4;7;7;9;11;8;11;7;7;-;91
"313870 Luminárias";8;3;6;8;4;13;9;8;5;7;9;8;-;88
"313880 Luz";30;15;31;20;36;27;24;24;21;14;24;13;-;279
"313890 Machacalis";11;6;12;11;10;18;13;9;12;10;16;12;-;140
"313900 Machado";70;54;81;68;61;64;60;67;73;60;45;8;-;711
"313910 Madre de Deus de Minas";3;4;8;5;5;5;10;10;13;3;6;10;-;82
"313920 Malacacheta";16;35;75;46;66;41;42;45;47;51;38;29;-;531
"313925 Mamonas";3;-;6;1;2;2;-;-;-;-;-;-;-;14
"313930 Manga";37;39;47;50;36;47;36;38;61;61;54;37;-;543
"313940 Manhuaçu";152;152;149;147;164;137;131;137;153;145;117;102;-;1686
"313950 Manhumirim";31;34;42;43;32;47;37;45;42;42;37;35;-;467
"313960 Mantena";36;42;43;38;52;37;42;40;43;27;23;3;-;426
"313980 Mar de Espanha";18;14;19;16;19;17;9;21;17;10;10;23;-;193
"313970 Maravilhas";7;5;17;7;17;5;4;7;10;6;2;2;-;89
"313990 Maria da Fé";31;14;23;23;21;23;19;27;17;21;29;14;-;262
"314000 Mariana";62;70;97;94;66;86;75;74;87;63;70;-;-;844
"314010 Marilac";-;1;-;-;1;-;-;-;-;7;1;-;-;10
"314015 Mário Campos";11;14;12;15;18;20;16;9;9;6;2;7;-;139
"314020 Maripá de Minas";2;5;1;4;3;1;2;6;3;2;4;2;-;35
"314030 Marliéria";6;6;3;7;7;6;5;1;6;3;2;1;-;53
"314040 Marmelópolis";6;1;2;5;5;7;7;6;8;4;3;4;-;58
"314050 Martinho Campos";17;7;18;12;20;16;13;24;15;13;8;15;-;178
"314053 Martins Soares";5;7;12;16;16;9;18;9;13;4;8;9;-;126
"314055 Mata Verde";16;7;8;22;17;6;11;15;11;15;11;8;-;147
"314060 Materlândia";9;6;12;10;5;5;11;8;7;7;1;1;-;82
"314070 Mateus Leme";34;46;41;45;34;40;37;44;31;33;37;38;-;460
"317150 Mathias Lobato";-;-;-;-;-;-;-;-;-;11;-;-;-;11
"314080 Matias Barbosa";14;18;13;18;16;12;17;15;13;19;10;12;-;177
"314085 Matias Cardoso";3;2;7;5;12;20;7;11;9;14;5;10;-;105
"314090 Matipó";18;33;21;26;30;42;50;42;33;17;20;13;-;345
"314100 Mato Verde";1;1;-;9;2;2;9;-;-;-;-;-;-;24
"314110 Matozinhos";61;67;66;59;58;64;58;45;50;46;27;6;-;607
"314120 Matutina";5;-;-;-;-;-;-;-;-;-;-;-;-;5
"314130 Medeiros";5;5;1;4;4;5;2;3;2;2;-;2;-;35
"314140 Medina";31;28;34;15;2;1;14;35;34;-;1;2;-;197
"314150 Mendes Pimentel";8;10;13;17;12;11;11;11;12;4;-;-;-;109
"314160 Mercês";14;13;11;16;11;10;11;15;11;5;11;11;-;139
"314170 Mesquita";11;13;8;11;15;22;13;7;6;10;7;12;-;135
"314180 Minas Novas";42;43;30;51;51;46;41;45;78;83;53;2;-;565
"314190 Minduri";7;2;4;8;7;5;8;5;6;6;8;4;-;70
"314200 Mirabela";26;16;23;23;44;22;29;23;12;-;-;-;-;218
"314210 Miradouro";25;14;21;18;15;13;19;20;18;2;1;2;-;168
"314220 Miraí";13;18;18;30;20;19;18;28;26;17;14;18;-;239
"314230 Moeda";2;4;7;2;7;6;7;6;7;2;6;5;-;61
"314240 Moema";9;4;17;13;3;14;13;10;10;12;15;4;-;124
"314250 Monjolos";6;2;2;4;4;4;5;5;1;-;-;-;-;33
"314260 Monsenhor Paulo";4;7;8;5;9;10;3;8;8;6;9;4;-;81
"314270 Montalvânia";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"314280 Monte Alegre de Minas";31;21;25;22;20;15;24;19;17;17;18;20;7;256
"314290 Monte Azul";24;13;30;23;16;8;8;2;10;-;-;-;-;134
"314300 Monte Belo";16;23;21;21;29;21;20;19;14;10;12;23;-;229
"314310 Monte Carmelo";74;67;80;74;97;98;86;85;84;72;71;14;2;904
"314315 Monte Formoso";-;-;-;1;-;4;9;4;4;7;11;10;-;50
"314320 Monte Santo de Minas";32;30;34;22;34;42;26;39;32;17;25;20;-;353
"314340 Monte Sião";13;16;27;18;17;19;17;19;13;17;5;10;-;191
"314330 Montes Claros";579;590;633;599;623;527;545;573;600;570;526;329;-;6694
"314345 Montezuma";6;6;8;5;3;1;4;5;9;9;7;-;-;63
"314350 Morada Nova de Minas";7;12;8;13;9;11;8;7;14;9;9;5;-;112
"314360 Morro da Garça";2;2;4;5;5;5;5;7;4;-;-;-;-;39
"314370 Morro do Pilar";3;1;1;5;1;5;6;4;1;-;2;-;-;29
"314380 Munhoz";-;3;2;3;1;-;1;4;4;2;2;1;-;23
"314390 Muriaé";126;150;170;143;189;130;169;140;121;108;73;63;-;1582
"314400 Mutum";2;4;35;56;56;55;61;54;57;45;45;45;-;515
"314410 Muzambinho";24;38;26;32;24;25;28;38;18;23;6;1;-;283
"314420 Nacip Raydan";2;2;4;9;-;-;-;-;-;-;-;1;-;18
"314430 Nanuque";95;87;94;78;82;71;82;63;81;70;70;58;-;931
"314435 Naque";12;8;9;16;10;8;12;8;6;4;15;7;-;115
"314440 Natércia";5;6;4;6;6;3;5;4;6;1;5;1;-;52
"314450 Nazareno";12;16;9;11;17;9;14;15;12;13;10;6;-;144
"314460 Nepomuceno";32;33;30;43;33;36;49;49;39;48;35;38;-;465
"314465 Ninheira";4;7;11;10;9;8;13;16;7;9;7;-;-;101
"314467 Nova Belém";12;9;8;2;5;6;9;5;2;3;1;-;-;62
"314470 Nova Era";32;27;22;13;32;24;38;32;29;34;14;29;-;326
"314480 Nova Lima";70;87;113;96;110;88;102;98;97;58;99;67;-;1085
"314490 Nova Módica";5;7;1;5;12;5;4;2;8;5;2;1;-;57
"314500 Nova Ponte";7;16;17;14;13;10;16;14;26;12;8;5;4;162
"314505 Nova Porteirinha";11;15;15;11;18;6;10;11;9;10;13;14;-;143
"314510 Nova Resende";12;14;27;25;22;24;25;20;16;20;15;17;-;237
"314520 Nova Serrana";48;41;68;51;68;57;62;65;60;61;55;61;-;697
"313660 Nova União";4;4;10;14;17;7;1;9;9;6;5;6;-;92
"314530 Novo Cruzeiro";42;39;56;56;35;44;56;52;4;59;23;-;-;466
"314535 Novo Oriente de Minas";-;-;4;3;5;1;1;-;-;1;-;1;-;16
"314537 Novorizonte";9;3;3;5;4;12;6;7;6;4;-;-;-;59
"314540 Olaria";3;1;4;3;5;-;1;2;1;1;3;2;-;26
"314545 Olhos-d'Água";6;3;11;6;7;11;4;4;10;2;6;2;-;72
"314550 Olímpio Noronha";6;3;6;4;4;3;4;6;5;3;6;2;-;52
"314560 Oliveira";46;40;67;58;70;71;50;69;52;63;47;41;-;674
"314570 Oliveira Fortes";3;1;5;1;5;1;1;-;2;2;2;2;-;25
"314580 Onça de Pitangui";2;2;6;2;4;3;5;9;4;3;3;2;-;45
"314585 Oratórios";10;5;4;8;5;9;8;9;9;5;8;17;-;97
"314587 Orizânia";2;13;1;5;-;6;4;4;4;2;5;3;-;49
"314590 Ouro Branco";50;35;45;46;67;54;48;34;44;51;39;14;-;527
"314600 Ouro Fino";36;38;43;49;36;34;40;41;41;44;39;40;-;481
"314610 Ouro Preto";121;91;114;105;116;105;107;103;98;98;91;104;-;1253
"314620 Ouro Verde de Minas";7;7;20;15;17;7;9;9;13;11;14;4;-;133
"314625 Padre Carvalho";6;1;2;4;6;9;7;3;1;9;3;2;-;53
"314630 Padre Paraíso";44;7;11;11;3;-;-;-;-;-;-;-;-;76
"314655 Pai Pedro";-;4;5;3;3;2;3;1;-;3;3;5;-;32
"314640 Paineiras";5;5;10;2;-;-;7;14;6;5;3;3;-;60
"314650 Pains";6;14;13;12;9;11;8;5;4;11;8;3;-;104
"314660 Paiva";-;3;-;-;1;-;-;1;2;1;-;-;-;8
"314670 Palma";9;5;-;5;8;1;6;4;9;5;7;4;-;63
"314675 Palmópolis";7;-;2;1;-;-;-;1;-;-;-;-;-;11
"314690 Papagaios";24;24;26;13;31;21;22;20;17;19;6;19;-;242
"314710 Pará de Minas";120;98;143;102;128;121;104;132;133;139;67;105;-;1392
"314700 Paracatu";163;133;142;78;27;149;141;138;177;144;119;140;-;1551
"314720 Paraguaçu";23;22;27;28;36;31;36;35;24;22;17;27;-;328
"314730 Paraisópolis";30;21;26;19;26;35;32;18;24;21;14;35;-;301
"314740 Paraopeba";40;35;32;41;29;22;38;34;32;34;28;21;-;386
"314760 Passa Quatro";18;18;24;16;30;33;22;25;20;16;25;28;-;275
"314770 Passa Tempo";9;6;10;11;6;7;10;6;6;4;12;12;-;99
"314780 Passa-Vinte";-;8;3;1;1;4;4;4;1;1;4;2;-;33
"314750 Passabém";3;1;2;-;2;3;2;1;3;-;-;-;-;17
"314790 Passos";158;130;172;142;142;167;164;149;127;152;158;138;-;1799
"314795 Patis";9;12;15;4;6;7;7;6;5;9;2;-;-;82
"314800 Patos de Minas";184;194;194;189;200;170;178;209;210;191;174;178;2;2273
"314810 Patrocínio";114;146;140;129;142;125;127;150;133;143;125;156;-;1630
"314820 Patrocínio do Muriaé";10;13;10;8;6;9;5;7;6;4;1;6;-;85
"314830 Paula Cândido";13;17;7;5;22;15;14;26;12;10;13;12;-;166
"314840 Paulistas";11;13;9;5;11;6;7;8;7;5;2;4;-;88
"314850 Pavão";9;12;13;9;11;6;8;11;22;12;18;8;-;139
"314860 Peçanha";33;32;46;31;40;44;29;1;35;-;-;-;-;291
"314870 Pedra Azul";44;38;51;35;44;43;40;37;32;39;39;52;-;494
"314875 Pedra Bonita";8;5;9;7;8;14;13;5;12;5;2;6;-;94
"314880 Pedra do Anta";9;3;4;6;5;4;3;9;5;6;4;4;-;62
"314890 Pedra do Indaiá";3;3;7;2;5;4;1;2;2;8;3;5;-;45
"314900 Pedra Dourada";1;4;1;5;1;1;3;2;4;1;3;2;-;28
"314910 Pedralva";13;19;30;22;24;14;29;21;21;18;17;20;-;248
"314915 Pedras de Maria da Cruz";-;1;6;9;-;-;1;-;-;-;-;-;-;17
"314920 Pedrinópolis";6;5;7;7;3;3;4;6;4;3;6;-;-;54
"314930 Pedro Leopoldo";90;81;94;76;96;79;79;76;90;57;74;76;-;968
"314940 Pedro Teixeira";4;-;-;2;-;2;3;3;2;2;1;-;-;19
"314950 Pequeri";-;3;4;1;3;2;9;3;2;3;6;1;-;37
"314960 Pequi";5;4;4;5;3;5;6;7;2;3;1;6;-;51
"314970 Perdigão";3;4;4;3;6;7;5;8;4;4;5;8;-;61
"314980 Perdizes";16;13;13;10;18;19;20;15;16;18;17;11;-;186
"314990 Perdões";17;21;20;20;20;20;19;26;24;23;12;20;-;242
"314995 Periquito";-;1;3;2;3;1;2;4;1;12;1;-;-;30
"315000 Pescador";4;2;2;2;-;-;-;5;2;5;2;4;-;28
"315010 Piau";2;3;4;3;3;4;2;1;5;2;4;-;-;33
"315015 Piedade de Caratinga";7;8;11;10;7;15;11;10;10;12;-;-;-;101
"315020 Piedade de Ponte Nova";10;8;3;5;12;5;3;10;7;9;2;2;-;76
"315030 Piedade do Rio Grande";8;5;10;7;5;5;8;6;5;5;5;1;-;70
"315040 Piedade dos Gerais";2;5;4;4;1;3;8;4;7;2;4;9;-;53
"315050 Pimenta";6;2;7;10;5;9;5;11;9;4;11;14;-;93
"315053 Pingo-d'Água";4;-;4;1;1;8;4;4;3;6;2;1;-;38
"315057 Pintópolis";3;2;8;4;4;6;3;7;10;2;5;-;-;54
"315060 Piracema";5;9;9;7;9;10;6;7;4;9;16;5;-;96
"315070 Pirajuba";4;1;6;2;3;2;3;4;1;1;-;-;-;27
"315080 Piranga";24;25;20;25;41;25;25;28;33;26;33;13;-;318
"315090 Piranguçu";5;5;9;9;9;9;12;10;3;6;8;5;-;90
"315100 Piranguinho";9;10;20;9;13;8;13;19;19;9;10;10;-;149
"315110 Pirapetinga";10;17;25;10;22;17;19;10;15;16;21;13;-;195
"315120 Pirapora";86;96;87;104;97;93;78;95;108;81;87;76;-;1088
"315130 Piraúba";8;15;16;7;23;14;13;10;17;5;9;11;-;148
"315140 Pitangui";41;54;51;53;32;52;35;40;37;28;34;38;-;495
"315150 Piumhi";51;45;53;45;56;55;60;46;65;43;42;40;-;601
"315160 Planura";17;7;12;4;8;10;10;10;10;1;-;1;-;90
"315170 Poço Fundo";17;15;21;12;11;21;26;21;19;15;14;27;-;219
"315180 Poços de Caldas";174;175;190;207;183;162;228;169;200;206;174;186;-;2254
"315190 Pocrane";8;15;17;10;12;11;13;11;15;11;7;14;-;144
"315200 Pompéu";42;36;60;56;46;38;25;37;37;49;43;46;-;515
"315210 Ponte Nova";81;73;90;63;109;77;96;98;60;74;72;75;-;968
"315213 Ponto Chique";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"315217 Ponto dos Volantes";4;-;4;1;2;1;1;-;1;-;-;-;-;14
"315220 Porteirinha";61;37;49;56;15;42;49;2;3;3;18;-;-;335
"315230 Porto Firme";6;12;6;14;12;11;9;11;12;12;6;11;-;122
"315240 Poté";24;22;20;26;32;14;16;8;16;21;23;17;-;239
"315250 Pouso Alegre";142;154;181;202;187;167;171;146;172;167;153;63;-;1905
"315260 Pouso Alto";1;-;2;-;1;1;-;1;1;-;1;1;-;9
"315270 Prados";3;10;9;12;9;11;14;9;12;11;17;14;-;131
"315280 Prata";31;22;24;42;34;17;37;33;32;30;32;27;2;363
"315290 Pratápolis";9;6;9;14;14;15;9;15;16;12;14;12;-;145
"315300 Pratinha";2;-;-;3;4;2;2;2;1;1;1;3;-;21
"315310 Presidente Bernardes";4;2;2;3;3;2;3;3;1;-;3;2;-;28
"315320 Presidente Juscelino";7;4;9;3;4;5;3;3;2;-;-;1;-;41
"315330 Presidente Kubitschek";7;3;5;4;2;7;6;7;5;5;4;10;-;65
"315340 Presidente Olegário";22;13;24;21;21;26;31;10;22;32;15;16;-;253
"315360 Prudente de Morais";5;9;8;10;5;12;9;8;10;1;-;-;-;77
"315370 Quartel Geral";8;1;2;3;7;2;-;-;-;1;-;2;-;26
"315380 Queluzito";6;4;1;3;3;-;4;1;2;3;3;2;-;32
"315390 Raposos";23;20;17;24;28;12;22;24;19;26;24;23;-;262
"315400 Raul Soares";37;24;3;23;40;23;33;24;35;30;30;27;-;329
"315410 Recreio";12;14;21;13;18;16;11;11;16;10;10;6;-;158
"315415 Reduto";-;-;2;12;10;10;14;13;10;9;9;5;-;94
"315420 Resende Costa";14;13;16;17;16;15;16;9;16;17;17;12;-;178
"315430 Resplendor";28;4;1;1;2;1;12;27;17;14;-;-;-;107
"315440 Ressaquinha";10;11;9;10;14;10;14;10;2;5;11;15;-;121
"315445 Riachinho";10;8;7;13;13;12;13;9;11;6;4;10;-;116
"315450 Riacho dos Machados";10;3;7;10;14;24;17;17;6;10;21;3;-;142
"315460 Ribeirão das Neves";430;187;564;547;537;508;560;538;520;465;457;467;-;5780
"315470 Ribeirão Vermelho";3;4;7;1;4;5;5;6;1;3;2;6;-;47
"315480 Rio Acima";12;16;6;22;13;7;19;12;3;-;4;-;-;114
"315490 Rio Casca";25;23;2;19;29;29;25;22;22;21;23;14;-;254
"315510 Rio do Prado";10;-;1;-;1;-;1;1;-;-;-;-;-;14
"315500 Rio Doce";4;7;2;2;3;4;4;2;3;3;3;5;-;42
"315520 Rio Espera";10;5;11;12;9;14;8;12;10;8;8;6;-;113
"315530 Rio Manso";7;8;8;14;4;7;9;4;6;9;7;11;-;94
"315540 Rio Novo";10;7;9;12;13;14;13;13;9;17;10;14;-;141
"315550 Rio Paranaíba";5;1;2;2;3;1;2;-;-;-;1;-;-;17
"315560 Rio Pardo de Minas";60;35;66;23;66;60;53;50;50;43;43;-;-;549
"315570 Rio Piracicaba";14;16;16;18;20;15;11;10;11;10;-;-;-;141
"315580 Rio Pomba";24;23;32;27;21;19;18;25;26;24;14;8;-;261
"315590 Rio Preto";7;6;15;5;12;6;5;8;9;7;5;5;-;90
"315600 Rio Vermelho";11;33;41;31;32;46;45;27;36;46;23;38;-;409
"315610 Ritápolis";10;3;6;6;9;7;9;4;7;7;5;8;-;81
