 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1994
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"250570 Dona Inês";-;-;12;9;8;11;4;5;4;3;4;7;-;67
"250580 Duas Estradas";-;-;1;-;3;2;2;-;1;1;-;-;-;10
"250590 Emas";1;-;-;1;1;1;-;-;-;-;2;-;-;6
"250600 Esperança";-;1;1;4;2;2;66;1;-;64;37;1;1;180
"250610 Fagundes";2;6;31;37;36;26;32;24;29;34;18;25;-;300
"250630 Guarabira";1;3;4;7;17;9;9;9;16;18;18;13;-;124
"250640 Gurinhém";3;6;12;15;10;9;5;8;6;8;1;5;-;88
"250650 Gurjão";-;1;2;1;1;4;1;-;1;-;-;-;-;11
"250660 Ibiara";-;-;3;3;4;9;1;5;1;-;-;-;-;26
"250670 Imaculada";-;1;-;-;1;1;3;2;-;1;1;-;-;10
"250680 Ingá";2;10;22;32;33;31;25;26;27;33;23;19;-;283
"250690 Itabaiana";2;16;48;43;64;36;50;40;8;3;2;5;-;317
"250700 Itaporanga";-;2;1;26;41;32;26;2;2;1;1;-;-;134
"250710 Itapororoca";2;2;-;-;1;2;-;1;1;3;2;1;-;15
"250720 Itatuba";1;3;7;20;14;8;13;9;5;6;7;10;-;103
"250730 Jacaraú";1;2;2;1;1;2;1;5;2;3;-;-;-;20
"250740 Jericó";-;-;-;-;-;-;-;8;1;-;-;-;-;9
"250750 João Pessoa";795;794;1086;1030;1118;1028;1015;1056;999;980;924;897;1;11723
"250760 Juarez Távora";1;2;6;2;2;-;2;10;5;2;7;3;-;42
"250770 Juazeirinho";1;2;6;8;34;22;29;27;2;3;5;5;-;144
"250780 Junco do Seridó";-;1;-;-;-;1;1;-;-;2;1;1;-;7
"250790 Juripiranga";3;5;19;15;18;15;10;16;2;2;3;2;-;110
"250800 Juru";1;1;6;11;9;10;12;7;-;1;1;3;-;62
"250810 Lagoa";-;-;2;-;-;2;-;1;1;-;-;-;-;6
"250820 Lagoa de Dentro";-;-;3;-;4;5;5;5;5;2;-;4;-;33
"250830 Lagoa Seca";4;25;33;32;35;31;33;17;14;35;23;27;1;310
"250850 Livramento";-;1;3;2;5;2;2;-;1;4;3;6;-;29
"250860 Lucena";-;2;2;4;12;13;9;8;9;-;2;3;-;64
"250870 Mãe d'Água";-;-;-;-;-;3;1;1;-;-;-;2;-;7
"250880 Malta";-;-;3;-;-;2;-;-;-;1;-;-;-;6
"250890 Mamanguape";1;5;3;14;8;13;17;15;12;13;20;8;-;129
"250900 Manaíra";1;2;1;1;-;5;7;12;17;4;3;14;1;68
"250910 Mari";1;3;3;5;4;5;11;8;6;7;8;11;-;72
"250920 Massaranduba";1;10;8;13;16;14;14;21;11;8;14;20;1;151
"250930 Mataraca";3;2;-;2;1;2;1;-;-;1;-;1;-;13
"250940 Mogeiro";-;7;14;10;17;12;7;10;4;5;-;-;-;86
"250950 Montadas";-;1;1;-;6;2;10;-;-;7;3;-;-;30
"250970 Monteiro";1;1;1;1;1;1;1;2;2;1;-;2;1;15
"250980 Mulungu";-;-;1;2;2;-;1;2;2;1;-;-;-;11
"250990 Natuba";4;1;1;2;2;1;1;3;2;4;5;4;-;30
"251010 Nova Floresta";-;-;-;1;-;-;2;-;-;2;-;-;-;5
"251020 Nova Olinda";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"251030 Nova Palmeira";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251040 Olho d'Água";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251050 Olivedos";1;3;-;3;4;1;4;2;4;3;5;3;-;33
"251060 Ouro Velho";1;-;-;1;-;-;3;5;2;4;4;3;-;23
"251070 Passagem";-;-;1;-;2;4;-;-;-;2;1;1;-;11
"251080 Patos";37;56;92;123;5;118;57;23;22;33;53;77;-;696
"251100 Pedra Branca";-;-;-;3;6;4;6;-;-;-;-;-;-;19
"251110 Pedra Lavrada";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"251120 Pedras de Fogo";23;20;36;18;26;13;7;30;7;21;18;24;-;243
"251130 Piancó";-;-;-;3;1;3;1;-;-;-;-;1;-;9
"251140 Picuí";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251150 Pilar";1;9;15;23;35;20;12;27;14;1;3;-;-;160
"251160 Pilões";-;-;1;-;7;4;8;8;2;1;3;1;-;35
"251170 Pilõezinhos";-;-;-;2;2;-;-;-;-;1;3;-;-;8
"251180 Pirpirituba";-;-;-;12;5;2;3;2;2;11;5;3;-;45
"251190 Pitimbu";4;2;2;1;9;11;2;2;8;6;6;9;-;62
"251200 Pocinhos";-;1;6;5;3;7;9;9;4;5;19;10;-;78
"251210 Pombal";-;1;-;-;-;-;3;-;-;-;-;1;-;5
"251220 Prata";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"251230 Princesa Isabel";3;2;14;26;29;41;35;19;4;5;3;3;-;184
"251240 Puxinanã";4;8;23;21;20;20;13;9;2;8;12;10;-;150
"251250 Queimadas";1;45;38;46;47;40;60;55;49;41;49;48;-;519
"251260 Quixabá";2;1;2;-;-;1;1;1;-;-;-;-;-;8
"251270 Remígio";1;2;16;10;18;11;24;5;7;25;26;7;-;152
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"251290 Rio Tinto";7;4;5;7;3;3;4;6;1;6;4;6;-;56
"251300 Salgadinho";-;-;-;-;4;3;4;5;-;-;-;-;-;16
"251310 Salgado de São Félix";2;6;11;22;14;22;6;9;9;5;2;1;-;109
"251320 Santa Cruz";-;1;-;-;3;-;-;-;1;2;3;2;-;12
"251340 Santa Luzia";-;-;-;2;-;-;3;4;1;9;16;4;-;39
"251370 Santa Rita";45;33;57;84;110;97;105;139;135;72;71;72;1;1021
"251380 Santa Teresinha";-;-;3;3;1;3;2;4;1;1;3;5;-;26
"251350 Santana de Mangueira";4;2;7;5;-;4;2;-;-;-;-;-;-;24
"251360 Santana dos Garrotes";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251390 São Bento";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"251400 São João do Cariri";1;2;1;-;4;4;1;2;4;2;2;3;-;26
"250070 São João do Rio do Peixe";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251410 São João do Tigre";-;-;-;1;2;-;3;2;-;-;4;4;-;16
"251430 São José de Caiana";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"251440 São José de Espinharas";-;1;4;3;-;6;3;-;-;1;1;-;-;19
"251460 São José do Bonfim";-;4;4;2;-;5;-;-;1;2;1;1;-;20
"251470 São José do Sabugi";-;-;-;1;-;-;1;-;-;1;1;2;-;6
"251480 São José dos Cordeiros";-;2;1;-;-;-;1;-;-;-;1;2;-;7
"251490 São Mamede";1;1;-;3;-;2;15;12;7;7;12;11;-;71
"251500 São Miguel de Taipu";-;7;6;6;9;11;6;6;4;3;5;1;-;64
"251510 São Sebastião de Lagoa de Roça";-;1;-;-;9;2;10;5;6;19;16;6;-;74
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251540 São Vicente do Seridó";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"251530 Sapé";12;16;20;97;96;96;89;107;110;36;35;34;1;749
"251550 Serra Branca";-;1;3;5;5;-;2;2;3;1;5;2;-;29
"251560 Serra da Raiz";-;-;-;2;1;2;-;1;-;3;1;2;-;12
"251580 Serra Redonda";1;4;1;9;11;8;6;6;6;6;5;13;-;76
"251590 Serraria";-;2;7;10;14;9;7;1;1;5;2;2;-;60
"251600 Solânea";-;1;8;5;10;6;11;1;7;11;16;22;1;99
"251610 Soledade";-;2;2;2;6;3;6;4;2;4;6;6;-;43
"251620 Sousa";-;-;-;1;-;-;-;-;-;-;-;1;1;3
"251630 Sumé";-;1;1;-;-;1;-;-;-;-;-;-;1;4
"251640 Tacima";3;3;8;3;11;17;5;6;8;6;6;6;-;82
"251650 Taperoá";-;3;4;7;15;4;2;1;4;6;3;4;-;53
"251660 Tavares";-;1;4;16;6;11;14;16;1;-;1;-;1;71
"251670 Teixeira";1;2;6;-;-;1;1;3;1;1;3;2;-;21
"251680 Triunfo";-;-;1;1;-;4;1;-;-;-;-;-;-;7
"251700 Umbuzeiro";9;17;12;7;9;13;8;13;6;14;11;12;-;131
"251710 Várzea";1;-;-;-;-;-;-;1;-;2;-;-;-;4
"250000 Município ignorado - PB";421;228;230;136;108;85;94;102;56;53;48;47;2;1610
"260005 Abreu e Lima";119;81;137;100;109;100;111;105;108;89;105;119;-;1283
"260010 Afogados da Ingazeira";49;36;65;70;42;41;45;74;57;65;61;84;2;691
"260020 Afrânio";34;17;29;34;34;28;26;23;31;18;27;46;-;347
"260030 Agrestina";32;34;26;28;49;38;38;37;38;34;36;55;1;446
"260040 Água Preta";55;54;82;63;56;53;66;47;68;62;64;54;-;724
"260050 Águas Belas";68;55;68;61;67;61;67;70;83;76;67;75;1;819
"260060 Alagoinha";2;-;2;3;8;2;11;15;20;22;22;11;-;118
"260070 Aliança";34;45;56;45;53;69;53;53;60;76;66;61;-;671
"260080 Altinho";28;27;31;30;35;35;26;34;32;32;29;33;2;374
"260090 Amaraji";17;4;11;11;15;11;15;16;14;9;8;16;-;147
"260100 Angelim";4;10;11;9;20;12;13;16;10;17;10;13;1;146
"260110 Araripina";112;93;110;116;94;105;108;125;98;127;167;206;2;1463
"260120 Arcoverde";126;85;118;138;128;117;107;117;145;103;129;120;2;1435
"260130 Barra de Guabiraba";2;5;7;12;5;8;7;13;17;13;24;29;-;142
"260140 Barreiros";72;55;76;50;66;66;86;52;47;38;5;9;1;623
"260150 Belém de Maria";9;12;11;16;25;26;15;15;19;27;13;18;1;207
"260160 Belém do São Francisco";9;39;37;7;14;42;50;44;38;48;40;38;-;406
"260170 Belo Jardim";134;118;148;120;171;159;148;125;113;134;139;140;-;1649
"260180 Betânia";9;11;20;11;9;13;10;10;12;11;11;19;-;146
"260190 Bezerros";91;73;99;112;100;96;94;88;89;105;91;110;-;1148
"260200 Bodocó";39;31;32;25;30;24;33;44;36;48;41;69;1;453
"260210 Bom Conselho";76;59;62;66;68;84;95;95;72;62;64;80;-;883
"260220 Bom Jardim";57;63;65;62;63;49;49;59;59;70;64;58;1;719
"260230 Bonito";14;21;22;13;12;8;22;62;66;75;73;57;-;445
"260240 Brejão";12;20;11;30;27;26;19;17;29;29;16;22;-;258
"260250 Brejinho";12;9;3;2;3;6;5;15;8;16;16;14;-;109
"260260 Brejo da Madre de Deus";43;25;32;34;36;33;40;23;50;43;49;34;1;443
"260270 Buenos Aires";2;12;8;8;10;13;9;9;18;21;8;14;-;132
"260280 Buíque";75;59;72;59;69;86;78;85;76;98;75;69;-;901
"260290 Cabo de Santo Agostinho";266;269;277;269;280;270;301;268;264;239;259;249;2;3213
"260300 Cabrobó";64;37;46;55;61;69;64;50;68;50;67;67;-;698
"260310 Cachoeirinha";36;20;23;34;18;34;26;30;23;28;32;39;-;343
"260320 Caetés";27;24;30;31;38;29;33;34;43;24;32;30;-;375
"260330 Calçado";10;16;19;14;18;17;12;14;23;17;21;15;-;196
"260340 Calumbi";1;-;-;-;-;2;3;10;5;6;9;10;-;46
"260345 Camaragibe";235;200;253;242;225;219;232;248;231;188;237;201;1;2712
"260350 Camocim de São Félix";24;32;39;26;26;27;33;22;30;35;27;26;-;347
"260360 Camutanga";8;5;12;4;1;3;1;3;8;16;13;8;-;82
"260370 Canhotinho";33;26;24;34;45;35;37;50;34;39;44;39;-;440
"260380 Capoeiras";24;27;32;38;30;23;26;30;37;34;38;49;-;388
"260390 Carnaíba";32;17;36;24;24;30;27;46;29;24;39;36;-;364
"260392 Carnaubeira da Penha";4;7;5;11;8;6;11;5;13;10;20;25;-;125
"260400 Carpina";65;56;71;75;53;67;16;81;84;82;117;94;-;861
"260410 Caruaru";301;293;376;364;365;344;387;82;422;385;241;421;4;3985
"260420 Catende";47;27;56;45;46;56;53;58;62;36;71;54;-;611
"260430 Cedro";13;8;15;9;15;11;17;14;18;11;15;17;-;163
"260440 Chã de Alegria";29;23;30;21;21;16;14;31;25;32;30;18;-;290
"260450 Chã Grande";23;23;29;35;28;43;34;34;25;32;24;38;-;368
"260460 Condado";43;26;43;40;36;25;39;41;35;29;47;31;-;435
"260470 Correntes";35;30;34;34;35;39;37;35;38;33;41;21;-;412
"260480 Cortês";4;7;11;9;5;8;1;26;18;7;16;14;1;127
"260490 Cumaru";22;22;25;26;27;30;16;14;17;20;13;19;-;251
"260500 Cupira";33;30;36;36;42;42;51;38;40;43;43;38;-;472
"260510 Custódia";47;56;43;58;72;46;55;52;43;33;45;45;-;595
"260515 Dormentes";17;10;11;7;11;10;10;13;12;15;22;27;-;165
"260520 Escada";130;111;128;122;125;137;122;128;122;126;90;116;-;1457
"260530 Exu";42;27;52;60;65;59;48;58;42;67;66;91;1;678
"260540 Feira Nova";28;23;26;21;26;38;19;25;40;31;42;37;1;357
"260545 Fernando de Noronha";-;-;1;1;2;-;-;-;-;2;-;-;-;6
"260550 Ferreiros";14;18;17;14;15;13;8;17;16;22;13;16;-;183
"260560 Flores";9;11;17;15;19;15;15;21;28;20;15;23;-;208
"260570 Floresta";50;38;55;48;44;10;52;38;49;47;40;40;-;511
"260580 Frei Miguelinho";3;3;3;5;2;2;2;3;6;2;6;8;-;45
"260590 Gameleira";49;46;42;32;30;31;31;33;34;28;22;26;1;405
"260600 Garanhuns";188;163;210;219;224;233;222;217;232;263;238;226;-;2635
"260610 Glória do Goitá";39;42;63;42;45;37;53;44;67;48;49;42;-;571
"260620 Goiana";91;98;146;122;109;122;142;107;111;122;125;105;1;1401
"260630 Granito";4;4;11;3;10;5;11;12;6;2;4;12;-;84
"260640 Gravatá";127;90;139;142;111;128;97;123;118;108;110;117;1;1411
"260650 Iati";23;27;23;25;27;29;37;35;42;35;23;26;1;353
"260660 Ibimirim";58;53;56;57;69;54;63;64;59;73;53;56;-;715
"260670 Ibirajuba";7;5;7;1;1;2;-;6;4;2;3;4;-;42
"260680 Igarassu";150;159;199;161;205;140;152;161;165;132;145;163;-;1932
"260690 Iguaracy";6;13;13;7;10;7;21;19;15;12;13;13;-;149
"260760 Ilha de Itamaracá";15;12;17;21;23;21;27;24;26;32;19;30;-;267
"260700 Inajá";24;17;18;25;24;22;30;23;26;33;21;30;-;293
"260710 Ingazeira";4;3;3;2;9;3;3;6;10;6;6;4;-;59
"260720 Ipojuca";91;84;91;103;135;102;117;123;97;104;109;113;-;1269
"260730 Ipubi";20;20;12;19;7;19;22;53;16;32;27;40;-;287
"260740 Itacuruba";7;6;9;4;4;4;7;6;3;8;1;4;-;63
"260750 Itaíba";45;29;31;42;43;45;42;47;49;42;38;44;-;497
"260765 Itambé";75;33;46;52;35;52;48;35;43;74;47;54;1;595
"260770 Itapetim";18;17;17;8;1;-;9;22;20;20;15;15;1;163
"260775 Itapissuma";37;24;48;32;46;33;36;47;33;45;42;31;-;454
"260780 Itaquitinga";21;15;37;32;18;27;4;5;32;28;26;31;-;276
"260790 Jaboatão dos Guararapes";715;739;846;882;842;788;895;855;915;798;737;870;3;9885
"260800 Jataúba";22;23;29;21;24;21;36;19;23;24;22;11;-;275
"260810 João Alfredo";26;29;35;43;56;47;43;63;41;53;43;37;-;516
"260820 Joaquim Nabuco";31;27;31;32;29;23;27;22;35;33;33;29;-;352
"260825 Jucati";16;9;8;22;19;11;16;17;25;13;23;20;-;199
"260830 Jupi";15;33;42;25;27;33;28;20;31;42;37;39;1;373
"260840 Jurema";23;21;28;37;24;24;33;21;32;18;26;24;1;312
"260850 Lagoa de Itaenga";41;28;17;34;46;38;42;45;41;55;56;22;-;465
"260845 Lagoa do Carro";3;11;14;13;14;16;10;12;12;25;14;7;-;151
"260860 Lagoa do Ouro";25;12;14;16;10;25;14;19;30;25;22;14;-;226
"260870 Lagoa dos Gatos";29;25;28;20;23;23;16;16;30;33;22;31;-;296
"260880 Lajedo";51;40;46;33;55;42;53;54;51;61;39;56;-;581
"260890 Limoeiro";34;43;40;35;40;82;48;69;99;91;96;88;-;765
"260900 Macaparana";55;54;65;56;70;71;25;68;60;70;65;68;-;727
"260910 Machados";9;11;16;7;13;10;13;9;15;38;17;19;-;177
"260920 Maraial";46;35;31;31;40;32;36;35;39;51;31;36;1;444
"260930 Mirandiba";16;12;21;23;21;24;29;20;17;13;27;38;-;261
"261430 Moreilândia";2;5;9;4;8;6;7;9;12;2;4;7;-;75
"260940 Moreno";29;29;54;36;59;64;58;81;79;74;61;71;-;695
"260950 Nazaré da Mata";5;7;13;4;8;2;4;5;6;11;13;19;-;97
"260960 Olinda";613;626;703;690;784;662;665;623;665;573;554;571;1;7730
"260970 Orobó";46;26;43;47;37;29;21;11;30;38;27;35;-;390
"260980 Orocó";21;19;25;23;41;23;30;26;22;28;22;26;-;306
"260990 Ouricuri";92;72;101;90;96;96;73;115;106;111;113;207;-;1272
"261000 Palmares";105;88;130;110;112;89;101;113;127;116;122;116;2;1331
"261010 Palmeirina";12;9;22;14;11;10;18;12;13;15;7;9;-;152
"261020 Panelas";21;22;11;29;38;30;34;44;38;31;36;39;-;373
"261030 Paranatama";19;25;19;14;15;20;14;16;15;23;17;21;-;218
"261040 Parnamirim";26;39;49;46;35;31;31;37;28;36;38;50;-;446
"261050 Passira";14;10;10;10;12;22;25;42;32;45;65;48;-;335
"261060 Paudalho";26;25;78;53;55;40;64;83;98;101;77;94;-;794
"261070 Paulista";287;302;389;321;310;310;308;278;356;246;328;292;-;3727
"261080 Pedra";33;36;42;40;36;34;57;30;39;39;36;39;-;461
"261090 Pesqueira";48;25;27;22;21;14;110;111;104;133;95;113;3;826
"261100 Petrolândia";36;60;53;58;47;47;48;53;76;53;51;46;1;629
"261110 Petrolina";263;260;321;297;345;313;316;328;327;326;301;319;-;3716
"261120 Poção";13;9;21;22;31;25;20;23;25;30;27;16;-;262
"261130 Pombos";38;33;51;53;47;39;35;48;43;30;41;35;-;493
"261140 Primavera";20;16;34;17;19;27;20;21;18;7;20;14;-;233
"261150 Quipapá";39;53;39;45;42;46;45;49;41;42;43;43;-;527
"261160 Recife";2327;2255;2690;2364;2496;2336;2336;2344;2351;2235;2124;2280;9;28147
"261170 Riacho das Almas";21;11;13;16;7;12;11;7;10;19;10;17;-;154
"261180 Ribeirão";26;59;107;89;31;23;18;23;33;27;25;39;2;502
"261190 Rio Formoso";63;76;90;76;89;82;61;83;67;65;51;45;-;848
"261200 Sairé";28;24;30;24;18;25;16;29;20;25;23;15;-;277
"261210 Salgadinho";5;6;3;6;5;4;3;5;5;3;7;7;-;59
"261220 Salgueiro";99;90;81;98;77;102;85;98;93;103;88;104;-;1118
"261230 Saloá";25;23;14;17;15;27;19;34;26;25;13;26;-;264
"261240 Sanharó";4;2;1;3;1;4;12;13;9;12;22;12;-;95
"261245 Santa Cruz";11;12;16;20;20;9;12;17;23;22;16;24;-;202
"261247 Santa Cruz da Baixa Verde";3;1;-;1;2;-;13;12;10;5;7;7;-;61
"261250 Santa Cruz do Capibaribe";9;7;20;12;13;14;16;16;23;46;51;42;-;269
"261260 Santa Maria da Boa Vista";78;50;65;70;65;70;72;65;71;84;36;73;-;799
"261270 Santa Maria do Cambucá";4;13;3;12;11;4;6;6;6;7;6;14;-;92
"261280 Santa Terezinha";1;-;1;-;-;-;12;6;5;7;6;2;1;41
"261290 São Benedito do Sul";15;22;19;9;16;13;14;19;20;17;15;16;-;195
"261300 São Bento do Una";92;79;103;78;100;91;97;81;89;88;89;89;-;1076
"261310 São Caitano";53;35;48;62;43;75;68;42;53;50;58;50;-;637
"261320 São João";47;28;27;31;39;32;26;38;41;36;31;41;-;417
"261330 São Joaquim do Monte";30;30;40;31;57;55;49;40;39;36;41;44;-;492
"261340 São José da Coroa Grande";16;19;21;25;12;20;22;12;11;9;3;3;1;174
"261350 São José do Belmonte";35;14;36;32;34;32;29;41;27;27;27;45;2;381
"261360 São José do Egito";6;7;27;15;1;1;48;44;48;33;34;39;-;303
"261370 São Lourenço da Mata";112;82;157;142;152;161;143;157;152;129;129;143;1;1660
"261380 São Vicente Ferrer";33;33;39;38;33;33;27;33;43;43;40;40;-;435
"261390 Serra Talhada";3;3;4;7;1;10;60;64;35;42;44;113;-;386
"261400 Serrita";19;13;17;14;15;20;13;17;21;17;16;20;-;202
"261410 Sertânia";29;27;46;24;49;49;44;44;42;41;31;23;-;449
"261420 Sirinhaém";48;6;5;5;12;5;4;6;7;7;13;17;-;135
"261440 Solidão";12;9;5;5;6;7;10;11;11;11;2;14;-;103
"261450 Surubim";102;94;118;105;106;69;53;70;47;77;55;59;-;955
"261460 Tabira";34;24;22;32;16;29;30;34;36;38;33;44;-;372
"261470 Tacaimbó";13;9;17;15;8;18;9;7;12;6;12;11;1;138
"261480 Tacaratu";13;3;5;20;18;22;15;24;17;28;18;16;-;199
"261500 Taquaritinga do Norte";2;1;18;2;1;5;5;5;18;15;14;23;1;110
"261510 Terezinha";8;6;5;9;10;4;4;10;7;6;7;7;-;83
"261520 Terra Nova";5;11;10;13;9;7;11;11;14;11;16;16;-;134
"261530 Timbaúba";117;112;132;137;134;76;62;92;125;132;123;87;-;1329
"261540 Toritama";10;5;10;11;7;12;9;5;12;21;15;30;-;147
"261550 Tracunhaém";11;8;10;9;7;6;4;5;9;8;11;9;-;97
"261560 Trindade";49;49;37;33;53;44;44;32;43;42;42;62;1;531
"261570 Triunfo";11;14;14;18;11;5;9;17;17;16;10;12;1;155
"261580 Tupanatinga";25;24;12;33;33;45;40;30;34;46;39;32;-;393
"261590 Tuparetama";8;1;1;1;3;-;3;17;14;13;12;11;2;86
"261600 Venturosa";26;22;28;18;23;22;32;28;26;26;26;25;1;303
"261610 Verdejante";13;13;21;14;9;16;18;11;12;16;9;22;1;175
"261618 Vertente do Lério";7;7;8;9;5;6;-;8;3;7;4;4;-;68
"261620 Vertentes";3;1;8;-;3;1;-;3;3;2;4;23;-;51
"261630 Vicência";30;46;45;61;50;49;46;58;46;68;47;48;-;594
"261640 Vitória de Santo Antão";186;217;226;226;200;203;229;212;222;190;200;193;3;2507
"261650 Xexéu";26;27;23;23;30;30;23;28;30;32;23;17;-;312
"260000 Município ignorado - PE";387;70;92;87;72;85;68;79;66;100;32;33;4;1175
"270010 Água Branca";21;29;30;31;43;35;22;36;23;28;42;31;-;371
"270020 Anadia";37;26;51;37;38;28;29;44;37;27;37;25;-;416
"270030 Arapiraca";356;405;490;466;535;507;452;468;461;433;435;416;3;5427
"270040 Atalaia";29;22;41;36;25;78;47;59;69;58;20;37;-;521
"270050 Barra de Santo Antônio";10;11;16;28;7;18;7;19;17;15;17;11;-;176
"270060 Barra de São Miguel";12;10;16;8;10;8;5;8;16;13;16;6;-;128
"270070 Batalha";34;29;35;33;29;37;28;37;43;34;46;37;-;422
"270080 Belém";7;8;4;6;16;20;15;13;6;18;6;13;-;132
"270090 Belo Monte";10;9;10;8;16;17;16;17;16;13;6;13;-;151
"270100 Boca da Mata";55;34;73;53;54;45;52;61;51;68;58;39;-;643
"270110 Branquinha";3;6;1;1;1;1;3;1;3;2;5;2;-;29
"270120 Cacimbinhas";15;23;14;14;24;27;17;21;10;23;8;13;-;209
"270130 Cajueiro";7;7;10;13;16;17;5;10;11;2;6;7;-;111
"270140 Campo Alegre";60;48;41;50;31;26;21;61;82;79;56;56;2;613
"270150 Campo Grande";1;-;-;-;2;-;1;19;26;20;15;16;1;101
"270160 Canapi";29;19;23;17;18;15;23;32;14;20;26;38;1;275
"270170 Capela";16;10;30;16;16;14;11;11;10;15;10;9;-;168
"270180 Carneiros";14;12;15;13;18;18;17;14;11;11;14;9;-;166
"270190 Chã Preta";16;6;14;12;8;5;6;18;15;13;12;6;-;131
"270200 Coité do Nóia";22;13;21;16;22;16;17;25;29;22;22;19;-;244
"270210 Colônia Leopoldina";32;7;16;19;13;7;4;3;7;5;8;15;1;137
"270220 Coqueiro Seco";6;9;9;4;3;8;8;6;11;9;7;6;-;86
"270230 Coruripe";10;12;7;12;5;4;7;15;16;15;111;119;-;333
"270235 Craíbas";21;18;27;28;28;21;28;55;64;38;55;47;-;430
"270240 Delmiro Gouveia";30;60;32;44;50;40;43;62;47;2;18;57;-;485
"270250 Dois Riachos";15;16;19;11;16;17;16;14;6;19;8;13;-;170
"270255 Estrela de Alagoas";10;6;25;13;18;18;25;20;12;17;4;20;-;188
"270260 Feira Grande";1;1;1;2;-;2;4;35;61;46;46;61;-;260
"270270 Feliz Deserto";-;-;-;-;-;-;-;-;-;-;9;4;-;13
"270280 Flexeiras";25;22;15;17;18;21;21;28;19;30;15;18;-;249
"270290 Girau do Ponciano";12;17;16;16;17;27;19;48;72;76;64;52;-;436
"270300 Ibateguara";1;1;3;2;2;1;4;3;3;3;4;3;-;30
"270310 Igaci";26;28;41;45;36;54;36;45;25;50;34;42;-;462
"270320 Igreja Nova";-;-;-;-;-;-;-;2;2;3;44;39;-;90
"270330 Inhapi";34;21;18;16;13;12;12;21;15;19;19;20;-;220
"270340 Jacaré dos Homens";9;8;12;11;19;12;8;16;12;10;17;13;-;147
"270350 Jacuípe";4;9;14;10;4;3;8;7;6;10;9;7;-;91
"270360 Japaratinga";8;6;21;6;10;4;7;10;7;14;15;15;-;123
"270370 Jaramataia";5;6;12;8;9;11;8;14;12;10;5;9;-;109
"270380 Joaquim Gomes";16;16;18;7;7;14;8;7;5;7;9;6;-;120
"270390 Jundiá";14;16;15;22;21;25;19;19;23;38;14;29;-;255
"270400 Junqueiro";6;3;6;6;1;2;5;14;19;25;54;31;-;172
"270410 Lagoa da Canoa";24;18;21;19;14;23;20;47;36;40;31;44;-;337
"270420 Limoeiro de Anadia";35;39;45;52;43;63;61;62;73;50;65;46;1;635
"270430 Maceió";1382;1183;1618;1559;1611;1507;1423;1451;1493;1541;1421;1371;10;17570
"270440 Major Isidoro";42;39;36;27;27;18;44;11;17;21;18;14;-;314
"270490 Mar Vermelho";7;3;7;2;2;4;6;7;4;5;2;4;-;53
"270450 Maragogi";17;23;38;36;27;18;25;21;12;27;14;18;-;276
"270460 Maravilha";23;17;13;17;20;22;33;25;15;26;19;16;-;246
"270470 Marechal Deodoro";82;59;77;63;75;75;86;61;72;81;81;64;-;876
"270480 Maribondo";14;20;22;29;25;30;20;17;14;19;14;25;-;249
"270500 Mata Grande";27;29;23;31;12;7;20;21;21;25;19;17;1;253
"270510 Matriz de Camaragibe";36;21;44;36;34;44;33;39;33;44;50;38;-;452
"270520 Messias";17;9;15;10;13;10;11;17;19;13;11;16;-;161
"270530 Minador do Negrão";4;7;9;9;6;14;6;5;3;10;2;8;-;83
"270540 Monteirópolis";10;6;15;11;17;9;11;6;14;16;9;8;-;132
"270550 Murici";34;28;23;9;3;6;5;5;24;22;26;19;-;204
"270560 Novo Lino";19;15;17;17;21;19;19;17;15;16;22;23;-;220
"270570 Olho d'Água das Flores";30;27;33;30;43;29;39;30;34;32;34;29;-;390
"270580 Olho d'Água do Casado";8;13;14;11;24;14;13;14;15;6;4;17;-;153
"270590 Olho d'Água Grande";1;-;-;2;-;-;-;3;8;5;5;11;-;35
"270600 Olivença";12;22;13;10;18;17;14;15;8;9;10;11;-;159
"270610 Ouro Branco";25;15;22;18;26;19;25;21;31;26;16;17;1;262
"270620 Palestina";6;-;10;9;4;8;9;8;9;6;8;8;-;85
"270630 Palmeira dos Índios";163;144;164;174;165;163;157;179;94;163;65;155;-;1786
"270640 Pão de Açúcar";32;6;39;30;49;36;47;61;58;50;47;59;-;514
"270642 Pariconha";13;5;6;12;7;16;16;14;8;9;12;7;-;125
