 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1994
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"330240 Macaé";210;226;281;265;247;223;257;225;226;206;209;227;-;2802
"330250 Magé";373;349;413;418;377;399;360;312;354;360;315;370;2;4402
"330260 Mangaratiba";30;34;30;49;37;36;40;37;40;29;35;38;-;435
"330270 Maricá";110;78;107;68;89;105;104;115;91;115;89;80;-;1151
"330280 Mendes";12;18;27;16;20;23;22;23;23;17;29;26;-;256
"330290 Miguel Pereira";30;45;42;44;36;32;30;32;34;44;31;37;-;437
"330300 Miracema";41;47;64;43;45;42;53;33;48;49;57;50;-;572
"330310 Natividade";18;23;31;36;30;22;21;19;23;24;25;21;-;293
"330320 Nilópolis";331;307;332;364;333;310;309;267;306;311;243;301;-;3714
"330330 Niterói";863;754;875;678;720;687;732;716;644;717;579;660;-;8625
"330340 Nova Friburgo";251;213;249;256;237;242;252;287;289;285;235;249;-;3045
"330350 Nova Iguaçu";1379;1469;1797;1737;1738;1626;1676;1598;1590;1626;1403;1516;-;19155
"330360 Paracambi";45;64;55;62;81;85;74;60;74;59;42;76;-;777
"330370 Paraíba do Sul";44;47;62;64;50;56;50;59;49;45;48;55;-;629
"330380 Paraty";57;63;59;53;46;42;54;59;62;44;46;47;6;638
"330385 Paty do Alferes";27;10;17;37;44;46;37;52;34;45;29;53;-;431
"330390 Petrópolis";402;409;492;425;528;493;462;435;489;428;440;440;-;5443
"330400 Piraí";56;60;85;74;56;55;42;64;87;66;60;67;-;772
"330410 Porciúncula";18;31;18;24;24;30;29;22;24;26;19;24;-;289
"330412 Quatis";23;19;12;12;17;11;13;11;9;15;17;9;-;168
"330414 Queimados";272;281;237;259;287;264;212;203;216;201;199;233;-;2864
"330415 Quissamã";22;29;15;29;23;18;20;22;27;22;22;28;-;277
"330420 Resende";188;169;208;216;195;199;178;195;189;201;173;177;6;2294
"330430 Rio Bonito";87;71;120;96;110;106;90;79;92;98;70;72;-;1091
"330440 Rio Claro";26;26;29;26;38;20;35;36;22;28;19;17;1;323
"330450 Rio das Flores";12;8;13;16;9;7;9;13;7;11;10;9;-;124
"330452 Rio das Ostras";16;25;45;23;44;19;21;42;39;25;38;35;-;372
"330455 Rio de Janeiro";7959;7958;9560;8923;9254;8363;8022;7836;7986;7697;6831;7844;16;98249
"330460 Santa Maria Madalena";13;14;25;18;19;10;19;14;13;22;12;23;-;202
"330470 Santo Antônio de Pádua";60;62;58;56;70;71;57;64;47;66;55;65;-;731
"330480 São Fidélis";50;54;64;52;72;49;63;49;62;50;45;45;-;655
"330490 São Gonçalo";1412;1367;1693;1330;1408;1460;1455;1337;1353;1272;1281;1381;5;16754
"330500 São João da Barra";73;73;81;138;117;101;107;111;97;98;94;105;-;1195
"330510 São João de Meriti";799;738;885;811;879;843;829;784;787;775;702;812;-;9644
"330515 São José do Vale do Rio Preto";29;29;36;33;36;35;34;22;39;24;31;31;-;379
"330520 São Pedro da Aldeia";97;102;97;105;114;100;103;107;119;113;111;89;-;1257
"330530 São Sebastião do Alto";11;13;21;13;9;14;13;10;14;14;12;11;-;155
"330540 Sapucaia";9;10;18;6;9;8;11;6;10;8;13;12;-;120
"330550 Saquarema";67;73;86;84;77;87;86;74;83;85;79;74;-;955
"330560 Silva Jardim";33;23;23;36;35;29;21;29;30;30;25;35;-;349
"330570 Sumidouro";16;20;19;18;23;28;24;26;33;27;24;15;-;273
"330580 Teresópolis";224;178;274;270;264;246;252;233;259;246;243;239;2;2930
"330590 Trajano de Moraes";12;16;5;5;6;17;18;12;5;21;5;14;-;136
"330600 Três Rios";118;112;121;159;104;116;123;136;124;113;116;115;-;1457
"330610 Valença";109;103;131;115;130;106;99;104;122;109;106;107;-;1341
"330615 Varre-Sai";5;18;20;16;16;13;13;11;10;23;10;19;-;174
"330620 Vassouras";53;50;73;53;73;57;58;56;49;69;43;54;-;688
"330630 Volta Redonda";376;368;426;358;400;403;370;385;419;376;325;375;4;4585
"330000 Município ignorado - RJ";16;6;12;10;8;11;13;9;12;4;7;11;2;121
"350010 Adamantina";46;49;49;52;31;36;-;1;-;-;-;-;271;535
"350020 Adolfo";4;3;1;6;3;3;-;-;-;-;-;-;33;53
"350030 Aguaí";38;41;49;54;64;35;-;-;-;-;-;-;290;571
"350040 Águas da Prata";6;3;5;11;4;1;-;-;-;-;-;-;64;94
"350050 Águas de Lindóia";21;23;19;20;19;15;-;-;-;-;-;-;148;265
"350055 Águas de Santa Bárbara";2;5;1;4;8;5;-;-;-;-;-;-;46;71
"350060 Águas de São Pedro";1;3;4;6;2;2;-;-;-;-;-;-;16;34
"350070 Agudos";47;41;57;56;58;34;-;-;-;-;-;-;387;680
"350075 Alambari";4;7;6;4;7;2;-;-;-;-;-;-;30;60
"350080 Alfredo Marcondes";3;3;3;3;3;2;-;-;-;-;-;-;30;47
"350090 Altair";3;5;2;7;3;2;-;-;-;-;-;-;39;61
"350100 Altinópolis";21;21;22;21;16;13;-;-;-;-;-;-;157;271
"350110 Alto Alegre";3;5;6;4;3;2;-;-;-;-;-;-;28;51
"350115 Alumínio";21;23;28;29;9;15;-;-;-;-;-;-;157;282
"350120 Álvares Florence";6;2;2;5;3;1;-;-;-;-;-;-;42;61
"350130 Álvares Machado";24;35;40;30;29;18;-;-;-;-;-;-;201;377
"350140 Álvaro de Carvalho";3;-;1;5;-;5;-;-;-;-;-;-;33;47
"350150 Alvinlândia";4;1;2;1;3;-;-;-;-;-;-;-;34;45
"350160 Americana";241;248;305;252;287;184;-;1;-;-;1;-;1678;3197
"350170 Américo Brasiliense";40;40;57;46;37;19;-;-;-;-;-;-;351;590
"350180 Américo de Campos";7;6;8;7;7;4;-;-;-;-;-;-;32;71
"350190 Amparo";75;72;85;96;95;49;-;-;-;-;-;-;508;980
"350200 Analândia";3;4;4;4;2;2;-;-;-;-;-;-;21;40
"350210 Andradina";78;88;100;70;94;46;-;-;-;-;-;-;551;1027
"350220 Angatuba";28;28;34;25;29;22;-;-;-;-;-;-;203;369
"350230 Anhembi";3;4;7;8;1;2;-;-;-;-;-;-;40;65
"350240 Anhumas";4;2;9;2;3;4;-;-;-;-;-;-;41;65
"350250 Aparecida";50;44;73;56;56;33;-;-;-;-;-;-;414;726
"350260 Aparecida d'Oeste";2;6;6;8;8;5;-;-;-;-;-;-;27;62
"350270 Apiaí";39;46;51;45;51;45;-;-;-;-;-;-;438;715
"350275 Araçariguama";12;10;11;10;8;2;-;-;-;-;-;-;130;183
"350280 Araçatuba";228;180;281;227;231;159;-;-;-;-;-;-;1372;2678
"350290 Araçoiaba da Serra";22;24;27;28;23;3;-;-;-;-;-;-;200;327
"350300 Aramina";6;3;9;2;6;-;-;-;-;-;-;-;48;74
"350310 Arandu";8;8;17;8;12;8;-;-;-;-;-;-;65;126
"350315 Arapeí";1;7;8;5;4;2;-;-;-;-;-;-;41;68
"350320 Araraquara";221;248;252;233;240;164;1;-;-;-;-;-;1529;2888
"350330 Araras";141;134;169;127;158;115;-;-;-;-;-;-;985;1829
"350340 Arealva";9;13;11;11;7;1;-;-;-;-;-;-;57;109
"350350 Areias";6;9;8;2;9;3;-;1;-;1;-;-;43;82
"350360 Areiópolis";20;14;22;15;20;9;-;-;-;-;-;-;112;212
"350370 Ariranha";6;8;15;13;10;9;-;-;-;-;-;-;67;128
"350380 Artur Nogueira";26;41;26;44;33;20;-;-;-;-;-;-;297;487
"350390 Arujá";78;76;92;91;95;50;-;-;-;-;-;-;680;1162
"350395 Aspásia";-;4;2;2;3;1;-;-;-;-;-;-;16;28
"350400 Assis";104;116;131;105;110;77;-;-;-;-;-;-;796;1439
"350410 Atibaia";148;123;195;171;159;95;-;-;-;-;-;-;1144;2035
"350420 Auriflama";14;22;29;17;29;10;-;-;-;-;-;-;148;269
"350430 Avaí";10;6;4;3;4;6;-;-;-;-;-;-;44;77
"350440 Avanhandava";12;13;18;11;9;5;-;-;-;-;-;-;102;170
"350450 Avaré";108;87;92;114;97;63;-;-;-;-;-;-;658;1219
"350460 Bady Bassitt";10;9;10;8;5;9;-;-;-;-;-;-;52;103
"350470 Balbinos";3;5;3;-;1;-;-;-;-;-;-;-;10;22
"350480 Bálsamo";8;7;9;3;13;8;-;-;-;-;-;-;57;105
"350490 Bananal";15;26;16;19;30;21;11;7;6;8;5;7;83;254
"350500 Barão de Antonina";3;3;3;7;6;2;-;-;-;-;-;-;35;59
"350510 Barbosa";8;7;5;5;6;6;-;-;-;-;-;-;73;110
"350520 Bariri";25;38;52;25;41;32;-;-;-;-;-;-;262;475
"350530 Barra Bonita";36;37;56;38;49;43;-;-;-;-;-;-;254;513
"350535 Barra do Chapéu";4;7;14;6;9;1;-;-;-;-;-;-;68;109
"350540 Barra do Turvo";8;8;4;12;6;3;-;-;-;-;-;-;86;127
"350550 Barretos";134;137;171;148;139;104;-;1;-;2;-;-;927;1763
"350560 Barrinha";44;39;36;24;24;9;-;-;-;-;-;-;261;437
"350570 Barueri";331;348;400;337;346;221;-;-;-;-;-;1;2416;4400
"350580 Bastos";27;33;34;32;35;25;-;-;-;-;-;-;199;385
"350590 Batatais";73;67;84;75;89;65;-;-;-;-;-;-;477;930
"350600 Bauru";381;396;470;414;406;213;-;-;-;-;-;-;2939;5219
"350610 Bebedouro";115;77;112;107;107;50;-;-;-;-;-;-;744;1312
"350620 Bento de Abreu";3;2;5;3;2;1;-;-;-;-;-;-;19;35
"350630 Bernardino de Campos";17;15;21;17;14;9;-;-;-;-;-;-;105;198
"350635 Bertioga";20;31;40;35;31;6;-;-;-;-;-;-;218;381
"350640 Bilac";8;6;13;9;9;4;-;-;-;-;-;-;42;91
"350650 Birigui";105;134;138;132;118;67;-;-;-;-;-;-;806;1500
"350660 Biritiba-Mirim";35;35;27;37;31;9;-;-;-;-;-;-;251;425
"350670 Boa Esperança do Sul";19;21;20;15;27;19;-;-;-;-;-;-;169;290
"350680 Bocaina";14;12;16;10;13;13;-;-;-;-;-;-;88;166
"350690 Bofete";11;11;11;11;10;8;-;-;-;-;-;-;66;128
"350700 Boituva";37;31;48;51;52;20;-;-;-;-;-;-;293;532
"350710 Bom Jesus dos Perdões";17;24;15;10;20;16;-;-;-;-;-;-;131;233
"350715 Bom Sucesso de Itararé";3;2;4;1;-;-;-;-;-;-;-;-;24;34
"350720 Borá";1;-;1;-;-;-;-;-;-;-;-;-;6;8
"350730 Boracéia";3;8;1;7;6;6;-;-;-;-;-;-;29;60
"350740 Borborema";6;17;19;23;15;15;-;-;-;-;-;-;108;203
"350745 Borebi";1;5;3;4;-;1;-;-;-;-;-;-;20;34
"350750 Botucatu";140;140;158;147;140;113;-;-;-;-;-;-;985;1823
"350760 Bragança Paulista";169;159;213;187;213;142;-;-;-;-;-;-;1313;2396
"350770 Braúna";5;3;4;3;4;2;-;-;-;-;-;-;46;67
"350780 Brodowski";22;23;30;20;24;14;-;-;-;-;-;-;137;270
"350790 Brotas";19;17;34;21;21;16;-;-;-;-;-;-;150;278
"350800 Buri";27;23;29;25;17;9;-;-;-;-;-;-;227;357
"350810 Buritama";17;15;22;17;17;7;-;-;-;-;-;-;132;227
"350820 Buritizal";1;5;5;2;3;-;-;-;-;-;-;-;35;51
"350830 Cabrália Paulista";5;8;6;5;12;3;-;-;-;-;-;-;56;95
"350840 Cabreúva";44;47;49;37;28;26;-;-;-;-;-;-;306;537
"350850 Caçapava";120;121;136;124;112;84;-;-;-;-;-;-;694;1391
"350860 Cachoeira Paulista";35;37;49;50;40;29;-;-;-;-;-;-;278;518
"350870 Caconde";28;26;22;24;32;23;-;-;-;-;-;-;201;356
"350880 Cafelândia";23;15;22;24;17;23;-;-;-;-;-;-;128;252
"350890 Caiabu";12;7;7;5;10;1;-;-;-;-;-;-;40;82
"350900 Caieiras";75;78;95;72;80;45;-;-;-;-;-;-;559;1004
"350910 Caiuá";1;1;4;3;4;2;-;-;-;-;-;-;25;40
"350920 Cajamar";67;78;95;68;79;58;-;-;-;-;-;-;603;1048
"350925 Cajati";62;54;56;59;59;33;-;-;-;-;-;-;348;671
"350930 Cajobi";11;15;27;24;13;8;-;-;-;-;-;-;112;210
"350940 Cajuru";44;38;51;39;33;22;-;1;-;-;-;-;261;489
"350945 Campina do Monte Alegre";10;3;7;5;6;2;-;-;-;-;-;-;40;73
"350950 Campinas";1284;1176;1322;1331;1344;838;1;-;1;-;-;-;8797;16094
"350960 Campo Limpo Paulista";77;79;85;71;94;51;-;-;-;-;-;-;655;1112
"350970 Campos do Jordão";64;96;101;116;77;61;-;-;-;-;-;-;603;1118
"350980 Campos Novos Paulista";5;4;-;5;2;1;-;-;-;-;-;-;38;55
"350990 Cananéia";16;19;23;14;31;11;-;-;-;-;-;-;148;262
"351000 Cândido Mota";34;50;49;47;42;34;-;-;-;-;-;-;316;572
"351010 Cândido Rodrigues";4;7;1;3;5;3;-;-;-;-;-;-;21;44
"351015 Canitar";9;6;3;12;6;2;-;-;-;-;-;-;45;83
"351020 Capão Bonito";84;72;98;80;85;35;-;-;-;-;-;-;623;1077
"351030 Capela do Alto";13;18;18;19;21;7;-;-;-;-;-;-;158;254
"351040 Capivari";69;70;59;91;73;63;-;-;-;-;-;-;455;880
"351050 Caraguatatuba";121;110;122;116;98;46;-;-;-;-;-;-;800;1413
"351060 Carapicuíba";522;513;596;496;514;279;-;-;-;-;-;-;3887;6807
"351070 Cardoso";16;11;14;12;16;6;-;-;-;-;-;-;116;191
"351080 Casa Branca";30;29;38;36;59;25;-;-;-;-;-;-;295;512
"351090 Cássia dos Coqueiros";4;9;4;4;3;2;-;-;-;-;-;-;31;57
"351100 Castilho";16;16;31;20;21;15;1;1;1;1;1;1;149;274
"351110 Catanduva";116;129;145;140;147;101;-;-;-;-;-;-;928;1706
"351120 Catiguá";7;14;16;9;17;4;-;-;-;-;-;-;59;126
"351130 Cedral";7;3;5;3;6;3;-;-;-;-;-;-;35;62
"351140 Cerqueira César";14;27;23;26;21;16;-;-;-;-;-;-;152;279
"351150 Cerquilho";36;21;36;24;41;27;-;-;-;-;-;-;212;397
"351160 Cesário Lange";20;17;19;9;13;6;-;-;-;-;-;-;118;202
"351170 Charqueada";15;17;22;19;24;19;-;-;-;-;-;-;133;249
"355720 Chavantes";18;19;35;14;20;14;-;-;-;-;-;-;156;276
"351190 Clementina";7;12;5;6;10;5;-;-;-;-;-;-;50;95
"351200 Colina";21;27;35;29;22;11;-;-;-;-;-;-;182;327
"351210 Colômbia";12;9;6;6;9;4;-;-;-;-;-;-;69;115
"351220 Conchal";34;36;45;37;29;21;-;-;-;-;-;-;312;514
"351230 Conchas";29;12;24;19;18;14;-;-;-;-;-;-;142;258
"351240 Cordeirópolis";16;20;19;16;14;14;-;-;-;-;-;-;122;221
"351250 Coroados";6;7;7;11;9;1;-;-;-;-;-;-;65;106
"351260 Coronel Macedo";10;7;10;12;7;8;-;-;-;-;-;-;59;113
"351270 Corumbataí";3;5;4;4;5;1;-;-;-;-;-;-;32;54
"351280 Cosmópolis";66;58;67;66;68;37;-;-;-;-;-;-;436;798
"351290 Cosmorama";10;7;8;7;11;6;-;-;-;-;-;-;57;106
"351300 Cotia";217;232;277;246;215;125;-;-;-;-;-;-;1836;3148
"351310 Cravinhos";47;37;35;41;42;7;-;-;-;-;-;-;286;495
"351320 Cristais Paulista";10;7;11;11;3;4;-;-;-;-;-;-;74;120
"351330 Cruzália";3;5;5;3;5;-;-;-;-;-;-;-;32;53
"351340 Cruzeiro";110;112;128;126;98;83;-;-;-;-;-;-;725;1382
"351350 Cubatão";163;192;197;191;183;110;-;-;-;-;-;-;1148;2184
"351360 Cunha";29;32;43;33;38;16;-;-;-;-;-;-;279;470
"351370 Descalvado";36;39;52;44;45;36;-;-;-;-;-;-;267;519
"351380 Diadema";705;616;787;697;655;428;-;-;-;-;-;-;4894;8782
"351385 Dirce Reis";4;1;6;3;1;2;-;-;-;-;-;-;17;34
"351390 Divinolândia";12;15;32;9;13;19;-;-;-;-;-;-;112;212
"351400 Dobrada";11;6;6;7;9;4;-;-;-;-;-;-;75;118
"351410 Dois Córregos";29;26;35;24;35;26;-;-;-;-;-;-;229;404
"351420 Dolcinópolis";6;1;4;4;5;2;-;-;-;-;-;-;20;42
"351430 Dourado";13;11;8;21;21;5;-;-;-;-;-;-;82;161
"351440 Dracena";47;43;53;64;57;34;-;1;-;-;-;-;360;659
"351450 Duartina";17;15;20;18;17;7;-;-;-;-;-;-;122;216
"351460 Dumont";5;7;6;8;9;3;-;-;-;-;-;-;55;93
"351470 Echaporã";10;11;12;12;11;13;-;-;-;-;-;-;71;140
"351480 Eldorado";28;33;24;23;22;9;-;-;-;-;-;-;213;352
"351490 Elias Fausto";17;19;22;23;16;7;-;-;-;-;-;-;126;230
"351492 Elisiário";5;4;1;3;4;3;-;-;-;-;-;-;24;44
"351495 Embaúba";3;2;6;2;1;-;-;-;-;-;-;-;13;27
"351500 Embu das Artes";213;220;271;255;225;119;-;-;-;-;-;-;2409;3712
"351510 Embu-Guaçu";72;61;59;40;52;20;-;-;-;-;-;-;588;892
"351512 Emilianópolis";2;2;9;2;3;-;-;-;-;-;-;-;24;42
"351515 Engenheiro Coelho";11;13;8;9;9;9;-;-;-;-;-;-;94;153
"351518 Espírito Santo do Pinhal";59;53;49;62;60;45;-;-;-;-;-;-;402;730
"351519 Espírito Santo do Turvo";4;4;3;4;6;2;-;-;-;-;-;-;29;52
"355730 Estiva Gerbi";3;8;4;2;4;5;-;-;-;-;-;-;77;103
"351520 Estrela d'Oeste";6;8;5;10;5;11;-;-;-;-;-;-;76;121
"351530 Estrela do Norte";5;3;5;5;5;2;-;-;-;-;-;1;35;61
"351535 Euclides da Cunha Paulista";7;5;7;9;7;5;-;-;-;-;-;-;113;153
"351540 Fartura";22;21;18;14;23;18;-;-;-;-;-;-;154;270
"351560 Fernando Prestes";7;7;9;2;1;3;-;-;-;-;-;-;36;65
"351550 Fernandópolis";65;76;94;86;73;57;-;-;1;-;-;-;572;1024
"351570 Ferraz de Vasconcelos";192;217;230;190;214;140;-;-;-;-;-;-;1648;2831
"351580 Flora Rica";2;-;7;4;2;-;-;-;-;-;-;-;27;42
"351590 Floreal";4;1;3;4;4;3;-;-;-;-;-;-;29;48
"351600 Flórida Paulista";14;18;26;23;19;11;-;-;-;-;-;-;109;220
"351610 Florínia";6;4;4;10;8;6;-;-;-;-;-;-;35;73
"351620 Franca";438;402;435;462;460;300;-;-;-;-;1;-;3087;5585
"351630 Francisco Morato";235;208;244;225;209;115;-;-;-;-;-;-;1759;2995
"351640 Franco da Rocha";170;150;196;169;169;104;-;-;-;-;-;-;1271;2229
"351650 Gabriel Monteiro";6;5;2;3;-;1;-;-;-;-;-;-;18;35
"351660 Gália";15;17;17;23;20;6;-;-;-;-;-;-;93;191
"351670 Garça";83;63;72;61;87;54;-;-;-;-;-;-;449;869
"351680 Gastão Vidigal";4;4;2;7;3;3;-;-;-;-;-;-;36;59
"351690 General Salgado";21;16;22;19;17;7;-;-;-;-;-;-;109;211
"351700 Getulina";9;11;21;11;8;7;-;-;-;-;-;-;97;164
"351710 Glicério";6;11;4;6;5;2;-;-;-;-;-;-;31;65
"351720 Guaiçara";9;5;10;16;14;5;-;-;-;-;-;-;72;131
"351730 Guaimbê";7;9;8;9;11;4;-;-;-;-;-;-;58;106
"351740 Guaíra";57;47;63;56;56;33;-;-;-;-;-;-;341;653
"351750 Guapiaçu";18;19;21;6;20;13;-;-;-;-;-;-;101;198
"351760 Guapiara";35;35;42;32;43;33;-;-;-;-;-;-;298;518
"351770 Guará";29;27;22;27;21;16;-;-;-;-;-;-;221;363
"351780 Guaraçaí";9;9;8;11;6;7;-;-;-;-;-;-;81;131
"351790 Guaraci";11;11;12;10;9;1;-;-;-;-;-;-;98;152
"351800 Guarani d'Oeste";10;7;5;3;6;8;-;-;-;-;-;-;61;100
"351810 Guarantã";8;9;9;9;14;3;-;-;-;-;-;-;69;121
"351820 Guararapes";31;33;43;34;40;31;-;-;-;-;-;-;266;478
"351830 Guararema";41;35;31;25;39;25;-;-;-;-;-;-;259;455
"351840 Guaratinguetá";159;140;190;158;180;107;-;-;-;-;-;-;1079;2013
"351850 Guareí";15;17;8;12;11;3;-;-;-;-;-;-;126;192
"351860 Guariba";64;60;70;59;67;37;-;-;-;-;-;-;493;850
"351870 Guarujá";388;391;486;448;383;254;1;-;-;-;-;-;2898;5249
"351880 Guarulhos";1503;1475;1762;1603;1572;954;-;-;-;-;-;-;11993;20862
"351885 Guatapará";12;6;8;3;5;-;-;-;-;-;-;-;62;96
"351890 Guzolândia";7;5;9;9;10;4;-;-;-;-;-;-;66;110
"351900 Herculândia";13;10;11;8;9;4;-;-;-;-;-;-;84;139
"351905 Holambra";8;4;18;14;9;7;-;-;-;-;-;-;76;136
"351907 Hortolândia";164;194;209;172;145;104;-;-;-;-;-;-;1294;2282
"351910 Iacanga";5;13;17;12;9;5;-;-;-;-;-;-;80;141
"351920 Iacri";13;9;6;9;8;2;-;-;-;-;-;-;54;101
"351925 Iaras";2;4;2;4;1;1;-;-;-;-;-;-;27;41
"351930 Ibaté";33;32;50;30;34;16;-;-;-;-;-;-;265;460
"351940 Ibirá";10;12;12;18;10;6;-;-;-;-;-;-;83;151
"351950 Ibirarema";4;16;13;6;6;1;-;-;-;-;-;-;67;113
"351960 Ibitinga";44;47;73;59;68;31;-;-;-;-;-;-;407;729
"351970 Ibiúna";80;87;112;99;72;43;-;-;-;-;-;-;757;1250
"351980 Icém";8;11;6;11;6;-;-;-;-;-;-;-;59;101
"351990 Iepê";7;17;18;18;10;5;-;-;-;-;-;-;110;185
"352000 Igaraçu do Tietê";30;41;40;34;38;26;-;-;-;-;-;-;264;473
"352010 Igarapava";39;26;23;26;31;20;-;-;-;-;2;-;248;415
"352020 Igaratá";13;7;12;11;9;5;-;-;-;1;-;-;87;145
"352030 Iguape";36;34;54;52;38;18;-;-;-;-;-;-;350;582
"352042 Ilha Comprida";1;1;4;5;6;-;-;-;-;-;-;-;39;56
"352044 Ilha Solteira";25;33;52;32;37;18;-;-;-;-;-;-;181;378
"352040 Ilhabela";27;32;29;26;37;15;-;-;-;-;-;-;220;386
"352050 Indaiatuba";168;208;226;199;199;112;-;-;-;-;-;-;1408;2520
"352060 Indiana";5;9;5;8;3;4;-;-;-;-;-;-;38;72
"352070 Indiaporã";3;9;4;6;10;2;-;-;-;-;-;-;42;76
"352080 Inúbia Paulista";6;4;11;5;2;2;-;-;-;-;-;-;35;65
"352090 Ipaussu";21;15;28;26;29;23;-;-;-;-;-;-;122;264
"352100 Iperó";17;14;21;17;13;7;-;-;-;-;-;-;129;218
"352110 Ipeúna";5;6;9;5;6;-;-;-;-;-;-;-;44;75
"352120 Iporanga";2;9;12;9;12;3;-;-;-;-;-;-;57;104
"352130 Ipuã";11;16;29;14;21;7;-;-;-;-;-;-;114;212
"352140 Iracemápolis";16;16;14;17;18;9;-;-;-;-;-;-;128;218
"352150 Irapuã";5;11;6;3;8;1;-;-;-;-;-;-;47;81
"352160 Irapuru";8;4;11;6;7;8;-;-;-;-;-;-;60;104
"352170 Itaberá";31;24;30;23;21;10;-;-;-;-;-;-;253;392
"352180 Itaí";36;29;36;22;27;11;-;-;-;-;-;-;236;397
"352190 Itajobi";9;15;16;8;14;7;-;-;-;-;-;-;110;179
"352200 Itaju";2;3;4;1;2;-;-;-;-;-;-;-;14;26
"352210 Itanhaém";73;82;97;109;96;50;-;-;-;-;-;-;651;1158
"352215 Itaóca";2;3;10;7;5;2;-;-;-;-;-;-;52;81
"352220 Itapecerica da Serra";145;131;129;129;113;50;-;-;-;-;-;-;1228;1925
"352230 Itapetininga";179;214;230;171;204;139;-;-;-;-;-;-;1403;2540
"352240 Itapeva";121;97;123;134;115;74;-;-;-;-;-;-;1085;1749
"352250 Itapevi";274;213;270;273;253;104;-;-;-;1;-;-;1849;3237
"352260 Itapira";83;81;99;96;97;77;-;-;-;-;-;-;572;1105
"352265 Itapirapuã Paulista";5;6;4;10;6;5;-;-;-;-;-;-;69;105
"352270 Itápolis";51;53;46;51;57;36;-;-;-;-;-;-;350;644
"352280 Itaporanga";25;19;25;15;16;8;-;-;-;-;-;-;169;277
"352290 Itapuí";14;9;14;20;14;6;-;-;-;-;-;-;97;174
"352300 Itapura";2;6;9;4;4;7;-;-;-;-;-;-;42;74
"352310 Itaquaquecetuba";349;356;399;373;366;175;-;-;-;-;-;-;2956;4974
"352320 Itararé";92;80;86;91;83;48;-;-;-;-;-;-;589;1069
"352330 Itariri";16;17;23;16;15;6;-;-;-;-;-;-;120;213
"352340 Itatiba";86;92;121;101;104;81;-;-;-;-;-;-;735;1320
"352350 Itatinga";29;24;26;20;15;8;-;-;-;-;-;-;193;315
"352360 Itirapina";18;16;20;15;10;7;-;-;-;-;-;-;135;221
"352370 Itirapuã";13;12;8;10;7;5;-;-;-;-;-;-;58;113
"352380 Itobi";10;5;7;8;9;3;-;-;-;-;-;-;60;102
"352390 Itu";198;181;226;200;220;151;-;-;-;-;-;-;1421;2597
"352400 Itupeva";18;49;31;31;25;18;-;-;-;-;-;-;214;386
"352410 Ituverava";34;54;58;56;54;34;-;-;-;-;-;-;353;643
"352420 Jaborandi";8;4;12;9;13;2;-;-;-;-;-;-;59;107
"352430 Jaboticabal";81;87;102;99;76;65;-;-;-;-;-;-;602;1112
"352440 Jacareí";258;240;321;313;294;182;-;-;-;-;-;-;1875;3483
"352450 Jaci";-;3;4;3;4;1;-;-;-;-;-;-;21;36
"352460 Jacupiranga";32;28;32;30;34;22;-;-;-;-;-;-;214;392
"352470 Jaguariúna";31;47;50;32;42;17;-;-;-;-;-;-;256;475
"352480 Jales";59;58;64;52;56;34;-;-;-;1;-;-;431;755
"352490 Jambeiro";4;2;7;3;4;5;-;-;-;-;-;-;31;56
"352500 Jandira";130;118;158;130;158;89;-;-;-;-;-;-;1030;1813
"352510 Jardinópolis";48;45;48;49;45;23;-;-;-;-;-;-;306;564
"352520 Jarinu";17;15;15;18;17;6;-;-;-;-;-;-;147;235
"352530 Jaú";138;117;131;160;133;124;-;-;-;-;-;-;857;1660
"352540 Jeriquara";5;3;5;5;3;3;-;-;-;-;-;-;27;51
"352550 Joanópolis";17;15;13;12;12;9;-;-;-;-;-;-;109;187
"352560 João Ramalho";11;6;8;7;6;3;-;-;-;-;-;-;38;79
"352570 José Bonifácio";37;47;39;38;47;18;-;-;-;-;-;-;287;513
"352580 Júlio Mesquita";7;3;8;4;3;-;-;-;-;-;-;-;59;84
"352590 Jundiaí";421;418;522;466;454;308;-;-;-;-;-;-;2800;5389
"352600 Junqueirópolis";27;19;30;36;27;13;-;-;-;-;-;-;157;309
"352610 Juquiá";27;31;38;32;50;17;-;-;-;-;-;-;277;472
"352620 Juquitiba";50;38;39;33;32;13;-;-;-;-;-;-;378;583
"352630 Lagoinha";8;13;7;12;10;5;-;-;-;-;-;-;67;122
"352640 Laranjal Paulista";28;28;40;39;37;20;-;-;-;-;-;-;204;396
"352650 Lavínia";10;6;8;5;8;3;-;-;-;-;-;-;42;82
"352660 Lavrinhas";5;9;12;8;7;8;-;-;-;-;-;-;56;105
"352670 Leme";117;120;132;137;136;100;-;-;-;-;-;-;940;1682
"352680 Lençóis Paulista";84;74;122;99;84;66;-;-;-;-;-;-;555;1084
"352690 Limeira";320;344;366;348;356;251;1;-;-;-;-;-;2191;4177
"352700 Lindóia";3;3;6;4;4;-;-;-;-;-;-;-;47;67
"352710 Lins";73;82;108;100;98;69;1;-;-;-;-;-;598;1129
"352720 Lorena";104;122;137;135;128;75;-;-;-;1;-;-;907;1609
