 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2002
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"411850 Pato Branco";92;93;85;88;91;86;91;109;93;104;76;89;1097
"411860 Paula Freitas";6;8;5;8;11;9;10;3;11;6;7;4;88
"411870 Paulo Frontin";12;12;15;9;15;10;8;5;9;11;6;4;116
"411880 Peabiru";18;14;13;18;21;13;17;23;22;7;15;14;195
"411885 Perobal";3;5;11;3;11;4;3;4;11;7;9;-;71
"411890 Pérola";9;12;12;15;14;19;13;10;5;11;12;9;141
"411900 Pérola d'Oeste";13;7;9;13;9;8;7;8;4;4;3;11;96
"411910 Piên";12;19;13;15;12;11;14;13;12;14;9;10;154
"411915 Pinhais";167;176;198;213;212;183;211;171;192;173;150;137;2183
"411925 Pinhal de São Bento";5;6;1;4;5;4;4;3;6;8;1;1;48
"411920 Pinhalão";10;9;5;4;6;2;8;12;9;12;5;5;87
"411930 Pinhão";69;48;68;49;57;60;65;68;63;64;55;50;716
"411940 Piraí do Sul";39;35;43;38;48;46;32;48;32;47;33;40;481
"411950 Piraquara";140;105;131;133;126;127;135;128;121;132;129;108;1515
"411960 Pitanga";50;54;58;46;47;64;59;60;65;51;37;65;656
"411965 Pitangueiras";4;4;3;4;2;3;2;3;5;3;1;4;38
"411970 Planaltina do Paraná";7;8;6;4;9;10;2;5;5;9;7;2;74
"411980 Planalto";20;16;18;11;14;18;18;17;20;13;12;14;191
"411990 Ponta Grossa";487;406;496;473;494;436;492;435;485;443;375;415;5437
"411995 Pontal do Paraná";23;16;30;20;26;23;23;18;20;13;18;12;242
"412000 Porecatu";22;21;25;26;18;23;21;24;24;19;12;10;245
"412010 Porto Amazonas";6;6;5;5;5;9;5;5;4;13;-;7;70
"412015 Porto Barreiro";6;6;8;4;10;8;3;9;6;10;4;4;78
"412020 Porto Rico";3;2;5;7;1;3;1;7;2;2;4;2;39
"412030 Porto Vitória";6;5;8;8;9;12;4;12;4;4;4;10;86
"412033 Prado Ferreira";1;2;2;4;4;7;7;8;2;1;2;5;45
"412035 Pranchita";10;4;8;3;6;11;7;6;6;12;2;3;78
"412040 Presidente Castelo Branco";2;4;10;6;11;9;8;8;10;7;5;6;86
"412050 Primeiro de Maio";20;2;11;19;7;15;17;8;9;9;7;11;135
"412060 Prudentópolis";60;65;71;69;71;68;72;66;67;75;67;64;815
"412065 Quarto Centenário";8;5;10;8;7;13;12;7;6;11;5;7;99
"412070 Quatiguá";7;2;7;7;5;5;11;6;2;8;8;8;76
"412080 Quatro Barras";25;18;29;28;23;29;26;30;17;22;19;27;293
"412085 Quatro Pontes";2;5;3;3;3;5;4;1;1;3;1;5;36
"412090 Quedas do Iguaçu";40;38;49;55;55;38;43;46;44;37;37;38;520
"412100 Querência do Norte";18;11;19;14;18;11;20;12;13;19;5;9;169
"412110 Quinta do Sol";5;7;6;6;4;6;6;8;4;8;11;10;81
"412120 Quitandinha";23;17;18;18;23;16;16;22;23;22;24;18;240
"412125 Ramilândia";5;3;6;2;3;5;5;3;5;8;10;5;60
"412130 Rancho Alegre";3;5;6;1;8;6;5;8;3;2;6;4;57
"412135 Rancho Alegre D'Oeste";2;3;2;3;4;1;7;3;2;5;3;1;36
"412140 Realeza";19;23;15;23;22;15;26;23;21;15;13;14;229
"412150 Rebouças";16;12;26;25;28;25;20;17;14;27;19;21;250
"412160 Renascença";15;8;9;6;6;7;4;11;13;8;4;14;105
"412170 Reserva";44;32;36;36;44;52;42;41;47;42;38;46;500
"412175 Reserva do Iguaçu";14;9;13;13;7;11;22;17;10;7;7;9;139
"412180 Ribeirão Claro";10;14;14;18;14;14;7;14;7;4;15;14;145
"412190 Ribeirão do Pinhal";20;18;22;25;21;15;15;20;12;16;10;13;207
"412200 Rio Azul";21;13;15;16;13;21;28;17;15;17;19;22;217
"412210 Rio Bom";8;3;4;5;3;5;4;4;7;5;3;4;55
"412215 Rio Bonito do Iguaçu";34;22;20;28;26;18;29;23;28;28;25;19;300
"412217 Rio Branco do Ivaí";5;3;4;3;6;7;5;3;7;3;8;5;59
"412220 Rio Branco do Sul";80;65;59;71;84;51;90;64;67;60;53;55;799
"412230 Rio Negro";32;44;40;47;48;29;40;38;43;27;31;38;457
"412240 Rolândia";62;47;71;91;70;57;59;66;51;56;68;57;755
"412250 Roncador";14;15;14;20;22;15;11;20;17;27;12;28;215
"412260 Rondon";15;12;17;18;14;11;11;8;13;13;12;9;153
"412265 Rosário do Ivaí";4;9;13;13;7;8;9;8;11;11;10;5;108
"412270 Sabáudia";5;8;5;7;4;8;4;8;6;6;6;5;72
"412280 Salgado Filho";4;6;6;7;12;11;4;14;3;10;7;7;91
"412290 Salto do Itararé";7;7;6;3;6;3;10;5;7;5;5;7;71
"412300 Salto do Lontra";13;18;17;17;15;16;14;15;23;15;19;18;200
"412310 Santa Amélia";7;5;9;6;5;5;4;7;8;4;10;6;76
"412320 Santa Cecília do Pavão";2;2;4;3;3;3;2;7;7;1;1;-;35
"412330 Santa Cruz de Monte Castelo";5;3;6;13;10;5;9;9;6;10;6;11;93
"412340 Santa Fé";9;10;5;16;10;7;10;10;13;3;7;9;109
"412350 Santa Helena";30;40;29;32;30;27;33;21;31;26;28;22;349
"412360 Santa Inês";-;2;-;1;2;2;3;5;3;1;3;1;23
"412370 Santa Isabel do Ivaí";9;7;7;8;13;4;9;9;8;11;5;6;96
"412380 Santa Izabel do Oeste";10;10;17;10;18;19;15;15;13;15;18;5;165
"412382 Santa Lúcia";7;3;6;10;6;3;5;3;4;5;5;3;60
"412385 Santa Maria do Oeste";6;11;11;20;17;13;18;24;35;17;15;19;206
"412390 Santa Mariana";19;6;22;17;13;17;9;13;17;12;10;8;163
"412395 Santa Mônica";3;2;4;11;4;6;3;7;6;3;5;9;63
"412402 Santa Tereza do Oeste";11;11;12;11;10;5;12;7;9;13;12;13;126
"412405 Santa Terezinha de Itaipu";38;35;38;36;31;20;41;26;33;30;26;21;375
"412400 Santana do Itararé";13;8;9;10;6;5;5;5;8;2;9;4;84
"412410 Santo Antônio da Platina";61;59;60;52;68;52;50;59;63;55;49;46;674
"412420 Santo Antônio do Caiuá";7;9;5;3;5;4;1;2;2;4;1;4;47
"412430 Santo Antônio do Paraíso";2;3;4;3;3;2;4;2;1;7;3;2;36
"412440 Santo Antônio do Sudoeste";31;31;29;27;15;25;37;30;27;25;28;27;332
"412450 Santo Inácio";5;7;8;6;6;6;9;5;7;4;6;7;76
"412460 São Carlos do Ivaí";8;6;6;8;10;10;5;5;10;7;9;4;88
"412470 São Jerônimo da Serra";15;18;15;22;23;10;24;21;24;20;14;13;219
"412480 São João";8;11;12;16;9;17;17;10;11;11;9;12;143
"412490 São João do Caiuá";7;9;9;6;14;4;11;10;6;9;6;8;99
"412500 São João do Ivaí";13;21;18;20;19;19;9;15;20;12;17;17;200
"412510 São João do Triunfo";21;16;17;20;17;26;12;18;16;14;10;12;199
"412520 São Jorge d'Oeste";9;8;8;12;10;11;10;15;14;14;13;10;134
"412530 São Jorge do Ivaí";-;2;5;8;7;7;6;6;6;3;4;2;56
"412535 São Jorge do Patrocínio";10;8;10;12;5;8;8;3;6;10;7;4;91
"412540 São José da Boa Vista";6;6;9;6;10;10;4;11;6;9;6;7;90
"412545 São José das Palmeiras";3;6;6;6;9;5;6;5;10;5;4;2;67
"412550 São José dos Pinhais";330;336;394;357;396;329;378;318;357;335;305;315;4150
"412555 São Manoel do Paraná";1;-;2;1;-;2;3;2;2;5;-;2;20
"412560 São Mateus do Sul";59;58;60;64;54;58;59;49;58;46;54;53;672
"412570 São Miguel do Iguaçu";36;40;44;36;27;42;42;36;36;32;37;24;432
"412575 São Pedro do Iguaçu";8;16;6;9;10;10;7;7;11;12;12;9;117
"412580 São Pedro do Ivaí";6;11;8;16;12;13;16;10;12;10;8;8;130
"412590 São Pedro do Paraná";6;1;-;3;6;4;9;3;-;5;1;3;41
"412600 São Sebastião da Amoreira";11;12;9;10;9;18;12;6;11;10;14;11;133
"412610 São Tomé";4;4;4;4;3;10;6;5;8;9;6;5;68
"412620 Sapopema";12;8;12;9;11;13;8;7;10;13;13;13;129
"412625 Sarandi";101;92;117;114;109;45;87;106;87;92;94;84;1128
"412627 Saudade do Iguaçu";10;2;8;5;10;9;6;7;3;8;9;7;84
"412630 Sengés";16;21;36;27;24;20;27;22;27;23;23;12;278
"412635 Serranópolis do Iguaçu";8;6;6;3;1;3;2;3;2;3;3;10;50
"412640 Sertaneja";5;6;10;12;12;8;7;5;3;12;3;6;89
"412650 Sertanópolis";14;21;14;22;18;18;19;14;18;20;20;14;212
"412660 Siqueira Campos";16;21;15;27;24;16;15;25;18;9;15;13;214
"412665 Sulina";5;5;2;4;4;5;5;7;5;3;7;4;56
"412667 Tamarana";22;9;22;20;19;30;20;19;18;17;24;13;233
"412670 Tamboara";1;6;1;6;5;5;3;-;-;6;8;3;44
"412680 Tapejara";18;12;19;22;16;12;21;15;13;21;16;18;203
"412690 Tapira";6;6;8;10;4;8;7;8;10;6;3;9;85
"412700 Teixeira Soares";14;9;15;14;13;8;16;22;12;15;10;5;153
"412710 Telêmaco Borba";79;99;95;92;86;119;103;107;88;83;85;91;1127
"412720 Terra Boa";20;23;19;22;21;13;15;14;23;12;19;19;220
"412730 Terra Rica";20;16;16;18;17;24;18;14;15;22;16;18;214
"412740 Terra Roxa";18;15;18;19;29;18;15;17;18;21;22;25;235
"412750 Tibagi";36;17;37;26;30;30;31;24;33;23;30;20;337
"412760 Tijucas do Sul";21;20;17;21;22;5;22;15;15;24;11;13;206
"412770 Toledo";143;121;152;115;127;128;110;121;145;125;108;122;1517
"412780 Tomazina";7;11;11;7;12;7;7;12;13;8;9;5;109
"412785 Três Barras do Paraná";22;20;17;16;8;14;13;13;16;8;19;20;186
"412788 Tunas do Paraná";10;6;14;6;7;6;13;11;7;9;9;8;106
"412790 Tuneiras do Oeste";11;8;11;10;9;9;15;6;5;15;11;13;123
"412795 Tupãssi";7;10;14;12;7;8;11;11;8;3;7;9;107
"412796 Turvo";29;22;22;32;30;32;25;34;23;23;27;24;323
"412800 Ubiratã";25;22;24;29;21;27;27;24;21;23;19;21;283
"412810 Umuarama";112;117;111;134;122;116;127;136;114;116;117;60;1382
"412820 União da Vitória";90;71;64;89;93;87;69;103;97;73;82;92;1010
"412830 Uniflor";1;3;4;2;2;-;1;6;1;1;3;-;24
"412840 Uraí";11;8;19;23;13;11;16;14;17;16;12;14;174
"412853 Ventania";14;15;18;20;14;15;14;16;23;7;20;16;192
"412855 Vera Cruz do Oeste";11;11;11;17;4;7;14;8;8;12;8;9;120
"412860 Verê";7;7;8;8;8;6;18;9;3;12;7;10;103
"412865 Virmond";4;6;9;5;8;9;4;4;1;4;8;7;69
"412870 Vitorino";3;6;7;8;3;4;8;1;6;4;7;2;59
"412850 Wenceslau Braz";21;30;43;34;27;19;22;30;31;22;22;29;330
"412880 Xambrê";8;11;10;5;10;9;3;8;10;9;5;2;90
"410000 Município ignorado - PR";1;-;-;-;-;-;-;-;-;-;-;-;1
"420005 Abdon Batista";2;-;6;4;3;3;7;4;5;1;2;3;40
"420010 Abelardo Luz";33;25;24;40;34;26;41;43;27;33;32;20;378
"420020 Agrolândia";9;11;3;15;6;7;4;9;6;7;6;9;92
"420030 Agronômica";1;2;1;7;6;4;5;6;6;4;1;4;47
"420040 Água Doce";9;12;14;16;6;9;9;8;14;12;4;3;116
"420050 Águas de Chapecó";8;3;7;5;9;7;6;9;6;9;8;5;82
"420055 Águas Frias";1;3;4;2;3;-;-;-;1;2;6;1;23
"420060 Águas Mornas";4;4;4;7;2;4;6;4;7;7;2;5;56
"420070 Alfredo Wagner";16;15;12;17;10;17;10;12;20;16;6;10;161
"420075 Alto Bela Vista";-;2;2;1;2;2;1;2;1;3;1;-;17
"420080 Anchieta";1;11;9;12;7;8;11;6;6;13;13;12;109
"420090 Angelina";5;7;9;7;4;4;3;5;5;6;6;2;63
"420100 Anita Garibaldi";14;11;16;10;11;13;7;8;11;11;16;13;141
"420110 Anitápolis";14;5;5;3;4;6;2;3;3;6;4;5;60
"420120 Antônio Carlos";6;10;10;9;4;5;5;9;4;7;13;4;86
"420125 Apiúna";6;12;14;14;10;12;17;16;10;16;3;17;147
"420127 Arabutã";3;2;2;-;2;-;1;5;1;2;1;2;21
"420130 Araquari";30;19;21;33;23;19;31;31;25;28;20;27;307
"420140 Araranguá";88;74;97;85;82;86;84;61;77;70;73;72;949
"420150 Armazém";12;7;9;5;7;7;9;11;11;6;8;7;99
"420160 Arroio Trinta";2;1;5;3;1;2;2;4;2;-;2;2;26
"420165 Arvoredo";2;2;3;2;2;2;2;2;-;4;1;5;27
"420170 Ascurra";5;5;5;4;10;10;7;9;8;6;8;4;81
"420180 Atalanta";2;5;3;3;4;4;4;6;-;5;4;2;42
"420190 Aurora";2;2;8;6;11;6;7;5;6;6;6;10;75
"420195 Balneário Arroio do Silva";9;8;14;3;4;14;6;3;7;16;9;5;98
"420205 Balneário Barra do Sul";9;5;14;4;4;6;3;7;8;9;10;8;87
"420200 Balneário Camboriú";106;114;132;113;106;104;103;74;91;110;86;83;1222
"420207 Balneário Gaivota";10;5;8;6;4;7;12;11;10;8;9;11;101
"421280 Balneário Piçarras";22;12;13;15;12;12;19;20;19;12;16;6;178
"420208 Bandeirante";3;1;3;-;5;3;3;2;7;3;1;5;36
"420209 Barra Bonita";1;4;2;5;4;3;2;6;1;4;1;2;35
"420210 Barra Velha";34;19;27;19;16;19;24;19;14;30;19;21;261
"420213 Bela Vista do Toldo";6;15;3;12;2;6;8;11;11;11;7;8;100
"420215 Belmonte";6;2;4;4;3;1;6;5;1;6;1;2;41
"420220 Benedito Novo";10;11;6;12;11;8;5;6;10;5;4;5;93
"420230 Biguaçu";73;62;65;68;75;58;47;48;51;67;56;65;735
"420240 Blumenau";338;327;365;362;388;326;362;323;298;283;297;288;3957
"420243 Bocaina do Sul";5;6;7;6;4;-;5;6;2;7;1;4;53
"420250 Bom Jardim da Serra";1;1;2;3;6;2;1;4;6;6;6;5;43
"420253 Bom Jesus";5;5;2;3;4;1;5;4;5;6;4;3;47
"420257 Bom Jesus do Oeste";1;1;2;1;6;2;3;2;3;-;4;3;28
"420260 Bom Retiro";21;15;16;10;18;4;18;14;19;11;11;14;171
"420245 Bombinhas";11;7;15;19;15;8;12;11;14;11;12;12;147
"420270 Botuverá";2;3;5;5;2;2;2;2;6;5;5;1;40
"420280 Braço do Norte";36;32;30;45;26;35;49;30;43;43;31;35;435
"420285 Braço do Trombudo";3;3;6;7;3;4;3;5;6;5;1;2;48
"420287 Brunópolis";5;9;9;3;2;5;4;2;3;3;4;7;56
"420290 Brusque";104;74;107;105;115;91;90;86;100;81;90;79;1122
"420300 Caçador";126;124;135;113;106;98;112;139;97;126;107;101;1384
"420310 Caibi";7;10;8;6;4;3;7;5;4;10;7;6;77
"420315 Calmon";6;3;3;11;3;4;1;6;4;9;-;5;55
"420320 Camboriú";72;61;78;80;80;76;87;77;85;74;66;60;896
"420330 Campo Alegre";13;18;19;18;16;25;17;13;13;7;15;18;192
"420340 Campo Belo do Sul";5;5;5;6;6;13;8;15;13;11;14;8;109
"420350 Campo Erê";25;15;16;12;16;13;17;26;26;27;19;18;230
"420360 Campos Novos";58;47;51;47;46;40;47;41;58;46;54;33;568
"420370 Canelinha";9;12;13;6;14;8;9;14;6;10;12;14;127
"420380 Canoinhas";84;65;98;81;98;78;73;71;92;79;64;77;960
"420325 Capão Alto";3;1;-;1;2;1;3;2;-;3;4;5;25
"420390 Capinzal";32;35;40;27;34;25;32;26;34;40;31;28;384
"420395 Capivari de Baixo";25;31;24;23;28;23;20;20;20;23;22;20;279
"420400 Catanduvas";11;17;12;16;15;13;11;20;6;14;7;8;150
"420410 Caxambu do Sul";6;5;5;8;7;5;3;5;5;4;3;6;62
"420415 Celso Ramos";4;2;2;-;5;3;2;-;2;2;4;1;27
"420417 Cerro Negro";3;4;2;2;9;4;6;3;2;6;3;6;50
"420419 Chapadão do Lageado";-;4;7;5;4;4;4;6;5;2;4;3;48
"420420 Chapecó";252;218;223;199;219;214;222;201;243;212;184;209;2596
"420425 Cocal do Sul";22;11;19;11;16;11;15;17;15;13;17;12;179
"420430 Concórdia";80;80;104;78;107;82;72;71;86;82;53;72;967
"420435 Cordilheira Alta";5;6;5;1;2;2;4;4;3;1;3;3;39
"420440 Coronel Freitas";11;12;7;12;10;12;12;10;10;8;4;5;113
"420445 Coronel Martins";4;5;5;2;2;4;4;4;2;3;2;2;39
"420455 Correia Pinto";16;22;29;25;23;17;27;22;19;20;12;4;236
"420450 Corupá";12;13;10;8;25;9;19;5;17;19;13;9;159
"420460 Criciúma";207;223;253;251;243;209;225;237;221;203;191;193;2656
"420470 Cunha Porã";8;12;13;12;18;10;12;10;3;7;5;4;114
"420475 Cunhataí";1;4;1;-;1;1;-;1;-;2;-;1;12
"420480 Curitibanos";69;59;66;67;66;67;58;62;58;62;46;59;739
"420490 Descanso";11;7;11;9;9;12;13;6;8;8;8;8;110
"420500 Dionísio Cerqueira";26;19;27;11;30;19;19;23;22;22;15;12;245
"420510 Dona Emma";2;8;5;5;4;3;6;1;5;5;6;3;53
"420515 Doutor Pedrinho";2;1;3;5;1;-;6;3;-;3;-;7;31
"420517 Entre Rios";7;2;8;6;8;3;8;7;5;8;9;8;79
"420519 Ermo";4;1;5;1;3;4;6;5;1;6;2;1;39
"420520 Erval Velho";2;4;3;3;6;6;6;5;3;7;3;4;52
"420530 Faxinal dos Guedes";17;21;22;13;9;13;12;16;12;13;13;19;180
"420535 Flor do Sertão";2;4;5;3;1;1;1;-;1;4;-;1;23
"420540 Florianópolis";438;438;471;445;470;444;473;436;454;419;377;364;5229
"420543 Formosa do Sul";2;4;2;3;3;7;5;4;1;5;5;4;45
"420545 Forquilhinha";24;21;26;21;29;21;11;23;23;22;15;13;249
"420550 Fraiburgo";67;51;80;61;61;53;65;55;71;49;57;62;732
"420555 Frei Rogério";2;7;8;6;6;3;6;5;2;8;4;8;65
"420560 Galvão";8;3;6;4;9;4;2;3;3;5;3;3;53
"420570 Garopaba";15;25;17;13;17;11;22;14;9;16;11;14;184
"420580 Garuva";21;19;30;22;19;19;24;22;16;22;20;12;246
"420590 Gaspar";56;58;88;68;61;59;64;64;51;58;51;50;728
"420600 Governador Celso Ramos";12;17;20;18;18;14;14;10;16;12;15;13;179
"420610 Grão Pará";4;6;3;11;10;6;5;1;2;2;4;2;56
"420620 Gravatal";10;9;15;8;9;6;15;5;6;9;10;14;116
"420630 Guabiruba";12;8;21;17;10;19;17;24;14;13;9;12;176
"420640 Guaraciaba";8;13;17;9;7;12;13;9;8;10;8;9;123
"420650 Guaramirim";35;24;36;29;27;30;29;27;28;29;31;28;353
"420660 Guarujá do Sul";4;11;3;5;6;4;5;5;5;7;4;4;63
"420665 Guatambú";5;7;6;7;5;4;6;3;4;7;4;2;60
"420670 Herval d'Oeste";22;19;27;31;29;22;22;27;19;30;28;28;304
"420675 Ibiam";1;2;3;3;4;1;2;-;1;3;2;3;25
"420680 Ibicaré";3;1;2;4;2;2;2;5;3;4;4;1;33
"420690 Ibirama";18;24;18;23;24;26;26;34;23;11;28;13;268
"420700 Içara";67;64;79;74;79;72;82;66;68;62;54;68;835
"420710 Ilhota";17;5;16;7;12;10;10;10;6;9;9;5;116
"420720 Imaruí";16;15;15;18;16;9;16;15;10;12;14;8;164
"420730 Imbituba";41;47;44;54;48;55;35;50;44;28;39;42;527
"420740 Imbuia";8;9;4;7;7;11;8;7;9;7;8;4;89
"420750 Indaial";64;61;70;66;75;74;50;58;59;53;40;62;732
"420757 Iomerê";3;1;1;-;-;1;3;-;-;3;1;-;13
"420760 Ipira";2;8;6;5;8;4;5;6;3;8;6;4;65
"420765 Iporã do Oeste";7;7;7;7;9;7;12;11;6;5;9;3;90
"420768 Ipuaçu";22;15;18;10;20;10;15;14;18;17;7;13;179
"420770 Ipumirim";10;9;14;4;12;5;8;8;9;13;6;6;104
"420775 Iraceminha";3;11;10;8;8;4;4;5;7;6;3;5;74
"420780 Irani";11;12;13;13;18;10;15;14;7;16;14;9;152
"420785 Irati";4;4;2;1;7;3;1;2;3;3;1;6;37
"420790 Irineópolis";15;7;13;7;9;16;6;5;6;19;9;12;124
"420800 Itá";8;8;7;9;5;4;7;10;8;4;7;7;84
"420810 Itaiópolis";21;36;40;30;19;16;22;25;26;21;23;21;300
"420820 Itajaí";228;221;252;252;249;194;219;211;187;186;170;161;2530
"420830 Itapema";37;39;41;47;51;32;51;38;29;37;31;21;454
"420840 Itapiranga";22;18;18;18;18;19;23;16;17;24;23;16;232
"420845 Itapoá";8;12;12;11;18;16;13;15;14;11;13;12;155
"420850 Ituporanga";29;37;25;35;29;30;40;28;32;22;27;18;352
"420860 Jaborá";5;4;5;5;6;2;6;6;5;8;3;3;58
"420870 Jacinto Machado";11;12;20;13;14;16;15;12;16;13;13;13;168
"420880 Jaguaruna";17;17;21;16;26;20;22;10;18;15;12;8;202
"420890 Jaraguá do Sul";157;151;154;187;154;156;155;157;151;133;130;131;1816
"420895 Jardinópolis";3;2;6;1;3;3;3;-;1;5;3;1;31
"420900 Joaçaba";34;36;28;30;38;26;21;33;43;52;26;20;387
"420910 Joinville";613;564;653;682;664;610;577;555;590;523;533;521;7085
"420915 José Boiteux";12;13;13;6;5;10;4;8;8;6;10;6;101
"420917 Jupiá";2;2;3;1;2;2;3;5;5;1;4;1;31
"420920 Lacerdópolis";4;3;-;2;2;2;1;1;1;1;4;1;22
"420930 Lages";252;223;182;226;232;209;237;184;230;206;240;219;2640
"420940 Laguna";51;66;51;61;45;52;56;55;45;53;46;52;633
"420945 Lajeado Grande";3;2;2;2;-;-;3;-;2;2;1;-;17
"420950 Laurentino";3;1;5;9;9;4;6;4;5;6;7;7;66
"420960 Lauro Muller";12;11;23;21;16;15;18;17;14;23;11;20;201
"420970 Lebon Régis";19;19;6;4;5;6;2;16;22;26;23;17;165
"420980 Leoberto Leal";3;2;7;4;8;3;4;7;5;5;2;3;53
"420985 Lindóia do Sul";4;1;7;3;6;-;8;12;2;5;3;6;57
"420990 Lontras";12;9;13;12;14;9;7;23;17;15;8;3;142
"421000 Luiz Alves";14;11;12;7;6;12;14;12;9;13;4;7;121
"421003 Luzerna";9;5;4;5;6;5;4;7;1;5;5;7;63
"421005 Macieira";2;2;1;1;2;3;2;1;1;2;1;1;19
"421010 Mafra";72;77;96;97;32;26;-;55;57;10;49;73;644
"421020 Major Gercino";1;2;1;1;3;1;3;1;1;2;4;1;21
"421030 Major Vieira";12;6;7;14;9;11;9;8;11;15;8;9;119
"421040 Maracajá";5;6;4;6;10;6;8;9;4;7;4;6;75
"421050 Maravilha";24;25;30;14;24;24;17;22;19;21;23;32;275
"421055 Marema";4;4;4;1;4;-;3;3;2;-;1;-;26
"421060 Massaranduba";13;12;20;20;14;24;15;11;13;20;11;7;180
"421070 Matos Costa";6;4;4;4;5;6;7;5;4;5;1;3;54
"421080 Meleiro";7;2;7;3;6;5;6;9;6;8;9;4;72
"421085 Mirim Doce";7;4;1;4;10;5;2;6;2;2;4;-;47
"421090 Modelo";3;6;4;2;4;4;10;3;5;7;7;2;57
"421100 Mondaí";12;7;14;8;11;11;10;7;12;5;12;7;116
"421105 Monte Carlo";26;15;22;24;12;15;27;26;18;20;17;17;239
"421110 Monte Castelo";14;16;11;8;10;3;1;7;8;3;11;7;99
"421120 Morro da Fumaça";18;13;17;19;17;20;21;22;16;21;14;6;204
"421125 Morro Grande";5;2;4;6;3;3;2;1;8;3;2;3;42
"421130 Navegantes";64;72;57;67;64;91;73;83;57;69;57;72;826
"421140 Nova Erechim";2;5;1;4;5;3;7;8;6;5;5;3;54
"421145 Nova Itaberaba";2;5;6;7;6;5;4;6;6;6;4;1;58
"421150 Nova Trento";6;8;11;13;12;8;8;9;10;16;6;9;116
"421160 Nova Veneza";11;13;21;13;18;14;10;11;8;8;17;19;163
"421165 Novo Horizonte";4;3;8;3;6;9;3;4;4;2;3;4;53
"421170 Orleans";30;30;21;29;36;29;28;34;25;26;20;24;332
"421175 Otacílio Costa";7;26;13;26;27;4;10;29;14;3;22;10;191
"421180 Ouro";12;3;10;11;13;5;17;9;9;7;9;5;110
"421185 Ouro Verde";6;2;4;2;1;2;1;2;3;4;5;2;34
"421187 Paial";5;1;7;3;1;3;2;2;1;2;1;1;29
"421189 Painel";6;1;1;1;2;3;5;-;3;4;1;2;29
"421190 Palhoça";167;164;190;152;155;152;113;143;129;135;138;141;1779
"421200 Palma Sola";10;12;13;18;14;10;7;15;15;7;11;9;141
"421205 Palmeira";-;-;1;-;-;-;-;-;3;-;1;-;5
"421210 Palmitos";22;25;25;14;21;16;14;16;13;12;11;15;204
"421220 Papanduva";26;24;35;25;30;35;22;17;32;30;38;19;333
"421223 Paraíso";6;8;10;6;5;7;2;5;7;2;3;1;62
"421225 Passo de Torres";6;3;7;8;9;8;9;3;7;5;5;6;76
"421227 Passos Maia";4;10;4;9;3;12;10;10;7;8;8;7;92
"421230 Paulo Lopes";3;11;6;7;4;5;6;4;7;12;4;8;77
"421240 Pedras Grandes";4;5;6;3;7;4;9;5;5;1;3;2;54
"421250 Penha";21;19;31;30;31;26;21;28;18;18;24;16;283
"421260 Peritiba";4;1;-;1;3;3;6;1;2;3;3;-;27
"421270 Petrolândia";7;5;2;8;8;6;7;8;6;5;8;8;78
"421290 Pinhalzinho";19;14;24;16;23;12;22;17;20;10;12;18;207
"421300 Pinheiro Preto";2;3;1;1;3;1;2;4;6;3;3;2;31
"421310 Piratuba";3;6;6;5;5;6;3;5;3;2;6;4;54
"421315 Planalto Alegre";2;2;5;1;4;2;4;3;-;-;4;4;31
"421320 Pomerode";18;30;22;26;27;20;27;21;17;19;10;25;262
"421330 Ponte Alta";16;7;12;12;6;10;7;6;8;13;7;9;113
"421335 Ponte Alta do Norte";5;4;3;4;3;5;4;10;5;6;4;6;59
"421340 Ponte Serrada";16;20;19;21;14;14;16;20;27;14;18;13;212
"421350 Porto Belo";17;9;11;16;11;16;11;14;16;9;8;13;151
"421360 Porto União";65;58;57;61;50;68;55;48;55;44;44;47;652
"421370 Pouso Redondo";19;16;20;26;23;21;23;17;21;21;19;20;246
"421380 Praia Grande";11;12;6;7;5;11;11;2;9;8;8;9;99
"421390 Presidente Castello Branco";3;1;1;2;-;1;-;2;1;-;4;1;16
"421400 Presidente Getúlio";18;10;13;19;19;9;8;20;20;18;10;11;175
"421410 Presidente Nereu";1;1;3;2;4;1;3;3;2;2;1;3;26
"421415 Princesa";6;1;1;6;2;1;3;2;2;4;6;4;38
"421420 Quilombo";15;21;14;19;10;14;16;12;12;19;10;6;168
"421430 Rancho Queimado";2;2;1;2;3;3;2;3;1;3;2;4;28
"421440 Rio das Antas";7;7;6;6;8;8;3;-;11;4;4;10;74
"421450 Rio do Campo";8;11;10;13;13;10;6;9;5;13;5;5;108
"421460 Rio do Oeste";3;2;7;7;5;7;6;8;8;9;3;6;71
"421480 Rio do Sul";77;39;68;77;65;67;59;76;62;58;54;58;760
"421470 Rio dos Cedros";9;11;8;14;5;7;12;5;12;9;6;2;100
"421490 Rio Fortuna";6;8;4;6;4;5;3;2;6;4;2;2;52
"421500 Rio Negrinho";69;80;76;60;66;82;64;66;76;61;58;58;816
"421505 Rio Rufino";2;1;-;3;4;1;5;2;3;2;2;3;28
"421507 Riqueza";3;1;2;5;8;8;11;9;8;11;3;5;74
"421510 Rodeio";8;8;11;10;11;8;6;15;8;4;5;2;96
"421520 Romelândia";4;8;12;8;8;5;11;6;8;5;7;6;88
